Experiment;Condition;Run;Sequence;Time
exp1c;experimental;22;1;3677783
exp1c;experimental;22;2;5516476
exp1c;experimental;22;3;6771132
exp1c;experimental;22;4;4244227
exp1c;experimental;22;5;8308374
exp1c;experimental;22;6;958148
exp1c;experimental;22;7;1943602
exp1c;experimental;22;8;6871236
exp1c;experimental;22;9;4811262
exp1c;experimental;22;10;236254
exp1c;control-defaultactionselection;31;1;3064033
exp1c;control-defaultactionselection;31;2;3368686
exp1c;control-defaultactionselection;31;3;3295825
exp1c;control-defaultactionselection;31;4;3245716
exp1c;control-defaultactionselection;31;5;2857273
exp1c;control-defaultactionselection;31;6;2955604
exp1c;control-defaultactionselection;31;7;2885096
exp1c;control-defaultactionselection;31;8;3364263
exp1c;control-defaultactionselection;31;9;2979494
exp1c;control-defaultactionselection;31;10;2896510
exp1c;plain;27;1;359641
exp1c;plain;27;2;340373
exp1c;plain;27;3;367613
exp1c;plain;27;4;365084
exp1c;plain;27;5;64563
exp1c;plain;27;6;363542
exp1c;plain;27;7;365572
exp1c;plain;27;8;349003
exp1c;plain;27;9;339677
exp1c;plain;27;10;373629
exp1c;control-customactionselection;26;1;3064737
exp1c;control-customactionselection;26;2;2625235
exp1c;control-customactionselection;26;3;3004787
exp1c;control-customactionselection;26;4;3060842
exp1c;control-customactionselection;26;5;2994069
exp1c;control-customactionselection;26;6;2992776
exp1c;control-customactionselection;26;7;3012940
exp1c;control-customactionselection;26;8;2948518
exp1c;control-customactionselection;26;9;2997242
exp1c;control-customactionselection;26;10;2661950
exp1c;plain;14;1;372886
exp1c;plain;14;2;365295
exp1c;plain;14;3;362981
exp1c;plain;14;4;351373
exp1c;plain;14;5;368140
exp1c;plain;14;6;357537
exp1c;plain;14;7;368857
exp1c;plain;14;8;347037
exp1c;plain;14;9;369828
exp1c;plain;14;10;356388
exp1c;control-defaultactionselection;27;1;3824474
exp1c;control-defaultactionselection;27;2;3594749
exp1c;control-defaultactionselection;27;3;3213427
exp1c;control-defaultactionselection;27;4;3545967
exp1c;control-defaultactionselection;27;5;2949156
exp1c;control-defaultactionselection;27;6;3137986
exp1c;control-defaultactionselection;27;7;3497326
exp1c;control-defaultactionselection;27;8;3516401
exp1c;control-defaultactionselection;27;9;3504182
exp1c;control-defaultactionselection;27;10;3000958
exp1c;plain;15;1;372244
exp1c;plain;15;2;367222
exp1c;plain;15;3;142730
exp1c;plain;15;4;350819
exp1c;plain;15;5;82660
exp1c;plain;15;6;362882
exp1c;plain;15;7;351225
exp1c;plain;15;8;358612
exp1c;plain;15;9;360257
exp1c;plain;15;10;363916
exp1c;plain;9;1;342836
exp1c;plain;9;2;351155
exp1c;plain;9;3;368939
exp1c;plain;9;4;363949
exp1c;plain;9;5;347977
exp1c;plain;9;6;365601
exp1c;plain;9;7;360245
exp1c;plain;9;8;353450
exp1c;plain;9;9;364951
exp1c;plain;9;10;363121
exp1c;experimental;12;1;3202457
exp1c;experimental;12;2;3091997
exp1c;experimental;12;3;3066027
exp1c;experimental;12;4;3062220
exp1c;experimental;12;5;11014001
exp1c;experimental;12;6;6429576
exp1c;experimental;12;7;4165383
exp1c;experimental;12;8;6794765
exp1c;experimental;12;9;4491932
exp1c;experimental;12;10;5262523
exp1c;control-customactionselection;18;1;2934001
exp1c;control-customactionselection;18;2;2849548
exp1c;control-customactionselection;18;3;2974327
exp1c;control-customactionselection;18;4;2930331
exp1c;control-customactionselection;18;5;2781480
exp1c;control-customactionselection;18;6;2724349
exp1c;control-customactionselection;18;7;2557803
exp1c;control-customactionselection;18;8;3321341
exp1c;control-customactionselection;18;9;2950953
exp1c;control-customactionselection;18;10;2605332
exp1c;control-customactionselection;29;1;3019089
exp1c;control-customactionselection;29;2;2462630
exp1c;control-customactionselection;29;3;2899897
exp1c;control-customactionselection;29;4;2645713
exp1c;control-customactionselection;29;5;2956630
exp1c;control-customactionselection;29;6;2871596
exp1c;control-customactionselection;29;7;2659579
exp1c;control-customactionselection;29;8;2951423
exp1c;control-customactionselection;29;9;2859536
exp1c;control-customactionselection;29;10;2883700
exp1c;plain;8;1;368346
exp1c;plain;8;2;346128
exp1c;plain;8;3;351198
exp1c;plain;8;4;369506
exp1c;plain;8;5;375692
exp1c;plain;8;6;359350
exp1c;plain;8;7;362620
exp1c;plain;8;8;358749
exp1c;plain;8;9;366400
exp1c;plain;8;10;349481
exp1c;experimental;52;1;3195391
exp1c;experimental;52;2;5352198
exp1c;experimental;52;3;9475791
exp1c;experimental;52;4;6359975
exp1c;experimental;52;5;6235252
exp1c;experimental;52;6;7272263
exp1c;experimental;52;7;6515320
exp1c;experimental;52;8;5905130
exp1c;experimental;52;9;5406809
exp1c;experimental;52;10;2887880
exp1c;experimental;11;1;3225674
exp1c;experimental;11;2;3461129
exp1c;experimental;11;3;5676036
exp1c;experimental;11;4;5345023
exp1c;experimental;11;5;5677355
exp1c;experimental;11;6;5716869
exp1c;experimental;11;7;5425981
exp1c;experimental;11;8;6571096
exp1c;experimental;11;9;5688896
exp1c;experimental;11;10;6203975
exp1c;control-customactionselection;35;1;2927792
exp1c;control-customactionselection;35;2;2863928
exp1c;control-customactionselection;35;3;2874510
exp1c;control-customactionselection;35;4;2839303
exp1c;control-customactionselection;35;5;2934403
exp1c;control-customactionselection;35;6;2804346
exp1c;control-customactionselection;35;7;2808160
exp1c;control-customactionselection;35;8;2775752
exp1c;control-customactionselection;35;9;2884143
exp1c;control-customactionselection;35;10;2541202
exp1c;control-defaultactionselection;23;1;3700365
exp1c;control-defaultactionselection;23;2;2787143
exp1c;control-defaultactionselection;23;3;3382513
exp1c;control-defaultactionselection;23;4;3473240
exp1c;control-defaultactionselection;23;5;2698705
exp1c;control-defaultactionselection;23;6;3524333
exp1c;control-defaultactionselection;23;7;3388193
exp1c;control-defaultactionselection;23;8;3302488
exp1c;control-defaultactionselection;23;9;3415421
exp1c;control-defaultactionselection;23;10;3459221
exp1c;experimental;6;1;2973360
exp1c;experimental;6;2;7403379
exp1c;experimental;6;3;1995164
exp1c;experimental;6;4;3649454
exp1c;experimental;6;5;4654686
exp1c;experimental;6;6;1730345
exp1c;experimental;6;7;3858195
exp1c;experimental;6;8;4515974
exp1c;experimental;6;9;4500605
exp1c;experimental;6;10;5297491
exp1c;control-customactionselection;27;1;3148108
exp1c;control-customactionselection;27;2;3015267
exp1c;control-customactionselection;27;3;3044935
exp1c;control-customactionselection;27;4;2977421
exp1c;control-customactionselection;27;5;3024425
exp1c;control-customactionselection;27;6;2961282
exp1c;control-customactionselection;27;7;2909408
exp1c;control-customactionselection;27;8;2909123
exp1c;control-customactionselection;27;9;2932003
exp1c;control-customactionselection;27;10;2893102
exp1c;control-customactionselection;14;1;3206052
exp1c;control-customactionselection;14;2;3141793
exp1c;control-customactionselection;14;3;3153067
exp1c;control-customactionselection;14;4;3107736
exp1c;control-customactionselection;14;5;3210968
exp1c;control-customactionselection;14;6;3206516
exp1c;control-customactionselection;14;7;3355741
exp1c;control-customactionselection;14;8;3319220
exp1c;control-customactionselection;14;9;2991237
exp1c;control-customactionselection;14;10;3336778
exp1c;experimental;31;1;3998813
exp1c;experimental;31;2;4051822
exp1c;experimental;31;3;2495600
exp1c;experimental;31;4;4295236
exp1c;experimental;31;5;3493102
exp1c;experimental;31;6;4019765
exp1c;experimental;31;7;4256090
exp1c;experimental;31;8;1192774
exp1c;experimental;31;9;3513330
exp1c;experimental;31;10;4084902
exp1c;control-customactionselection;30;1;2916127
exp1c;control-customactionselection;30;2;2707254
exp1c;control-customactionselection;30;3;2738017
exp1c;control-customactionselection;30;4;2940898
exp1c;control-customactionselection;30;5;2611060
exp1c;control-customactionselection;30;6;2956600
exp1c;control-customactionselection;30;7;2713011
exp1c;control-customactionselection;30;8;2888800
exp1c;control-customactionselection;30;9;2855624
exp1c;control-customactionselection;30;10;2849567
exp1c;experimental;5;1;5310344
exp1c;experimental;5;2;4860526
exp1c;experimental;5;3;5875429
exp1c;experimental;5;4;2031631
exp1c;experimental;5;5;3267397
exp1c;experimental;5;6;4498876
exp1c;experimental;5;7;5591797
exp1c;experimental;5;8;3341844
exp1c;experimental;5;9;3966102
exp1c;experimental;5;10;4014040
exp1c;control-defaultactionselection;33;1;2915496
exp1c;control-defaultactionselection;33;2;2833411
exp1c;control-defaultactionselection;33;3;3411679
exp1c;control-defaultactionselection;33;4;3323753
exp1c;control-defaultactionselection;33;5;3315579
exp1c;control-defaultactionselection;33;6;3320708
exp1c;control-defaultactionselection;33;7;3363408
exp1c;control-defaultactionselection;33;8;3308863
exp1c;control-defaultactionselection;33;9;2738615
exp1c;control-defaultactionselection;33;10;3089749
exp1c;experimental;7;1;3500497
exp1c;experimental;7;2;3647530
exp1c;experimental;7;3;4623232
exp1c;experimental;7;4;3191739
exp1c;experimental;7;5;623588
exp1c;experimental;7;6;3193647
exp1c;experimental;7;7;3074625
exp1c;control-defaultactionselection;24;1;3733197
exp1c;control-defaultactionselection;24;2;3113560
exp1c;control-defaultactionselection;24;3;3603211
exp1c;control-defaultactionselection;24;4;3427720
exp1c;control-defaultactionselection;24;5;3384430
exp1c;control-defaultactionselection;24;6;3018952
exp1c;control-defaultactionselection;24;7;3620844
exp1c;control-defaultactionselection;24;8;3361982
exp1c;control-defaultactionselection;24;9;3564441
exp1c;control-defaultactionselection;24;10;4148395
exp1c;experimental;34;1;2894516
exp1c;experimental;34;2;3096148
exp1c;experimental;34;3;2803104
exp1c;experimental;34;4;2520366
exp1c;experimental;34;5;3107090
exp1c;experimental;34;6;3333660
exp1c;experimental;34;7;3375531
exp1c;experimental;34;8;3139641
exp1c;experimental;34;9;3537911
exp1c;experimental;34;10;3209434
exp1c;control-customactionselection;17;1;2770929
exp1c;control-customactionselection;17;2;3185770
exp1c;control-customactionselection;17;3;3117178
exp1c;control-customactionselection;17;4;3092993
exp1c;control-customactionselection;17;5;3087020
exp1c;control-customactionselection;17;6;2965375
exp1c;control-customactionselection;17;7;2957140
exp1c;control-customactionselection;17;8;2821045
exp1c;control-customactionselection;17;9;3081630
exp1c;control-customactionselection;17;10;2559047
exp1c;experimental;21;1;4302835
exp1c;experimental;21;2;4962330
exp1c;experimental;21;3;4862360
exp1c;experimental;21;4;4650527
exp1c;experimental;21;5;4677445
exp1c;experimental;21;6;4575035
exp1c;experimental;21;7;3962987
exp1c;experimental;21;8;3944468
exp1c;experimental;21;9;4652712
exp1c;experimental;21;10;4766410
exp1c;plain;7;1;366778
exp1c;plain;7;2;363964
exp1c;plain;7;3;365023
exp1c;plain;7;4;338782
exp1c;plain;7;5;373063
exp1c;plain;7;6;308089
exp1c;plain;7;7;356305
exp1c;plain;7;8;362148
exp1c;plain;7;9;362991
exp1c;plain;7;10;362100
exp1c;control-customactionselection;8;1;2988147
exp1c;control-customactionselection;8;2;2488679
exp1c;control-customactionselection;8;3;2716782
exp1c;control-customactionselection;8;4;2847728
exp1c;control-customactionselection;8;5;2323809
exp1c;control-customactionselection;8;6;2718035
exp1c;control-customactionselection;8;7;2863358
exp1c;control-customactionselection;8;8;2625252
exp1c;control-customactionselection;8;9;2819502
exp1c;control-customactionselection;8;10;2667231
exp1c;plain;26;1;357353
exp1c;plain;26;2;370029
exp1c;plain;26;3;347841
exp1c;plain;26;4;355019
exp1c;plain;26;5;156795
exp1c;plain;26;6;355375
exp1c;plain;26;7;366765
exp1c;plain;26;8;347943
exp1c;plain;26;9;102035
exp1c;plain;26;10;345655
exp1c;plain;34;1;345541
exp1c;plain;34;2;348320
exp1c;plain;34;3;355241
exp1c;plain;34;4;365864
exp1c;plain;34;5;337834
exp1c;plain;34;6;368282
exp1c;plain;34;7;365370
exp1c;plain;34;8;367922
exp1c;plain;34;9;355962
exp1c;plain;34;10;357496
exp1c;experimental;35;1;4725919
exp1c;experimental;35;2;6406235
exp1c;experimental;35;3;8173215
exp1c;experimental;35;4;7161858
exp1c;experimental;35;5;1661224
exp1c;experimental;35;6;2414748
exp1c;experimental;35;7;5072523
exp1c;experimental;35;8;5145295
exp1c;experimental;35;9;3875669
exp1c;experimental;35;10;4796860
exp1c;control-defaultactionselection;5;1;3154108
exp1c;control-defaultactionselection;5;2;3531283
exp1c;control-defaultactionselection;5;3;2885618
exp1c;control-defaultactionselection;5;4;3492365
exp1c;control-defaultactionselection;5;5;3405939
exp1c;control-defaultactionselection;5;6;3130059
exp1c;control-defaultactionselection;5;7;3349097
exp1c;control-defaultactionselection;5;8;3366634
exp1c;control-defaultactionselection;5;9;3189722
exp1c;control-defaultactionselection;5;10;4019041
exp1c;control-defaultactionselection;22;1;3748787
exp1c;control-defaultactionselection;22;2;3494548
exp1c;control-defaultactionselection;22;3;3497984
exp1c;control-defaultactionselection;22;4;3475040
exp1c;control-defaultactionselection;22;5;3454586
exp1c;control-defaultactionselection;22;6;3378111
exp1c;control-defaultactionselection;22;7;4537569
exp1c;control-defaultactionselection;22;8;3475463
exp1c;control-defaultactionselection;22;9;3245768
exp1c;control-defaultactionselection;22;10;3601865
exp1c;control-customactionselection;2;1;2882294
exp1c;control-customactionselection;2;2;2669989
exp1c;control-customactionselection;2;3;2715439
exp1c;control-customactionselection;2;4;2874815
exp1c;control-customactionselection;2;5;2702616
exp1c;control-customactionselection;2;6;2772544
exp1c;control-customactionselection;2;7;2556227
exp1c;control-customactionselection;2;8;2775042
exp1c;control-customactionselection;2;9;2826524
exp1c;control-customactionselection;2;10;2922688
exp1c;control-defaultactionselection;1;1;3925074
exp1c;control-defaultactionselection;1;2;3558379
exp1c;control-defaultactionselection;1;3;4182801
exp1c;control-defaultactionselection;1;4;3011400
exp1c;control-defaultactionselection;1;5;3542045
exp1c;control-defaultactionselection;1;6;3471858
exp1c;control-defaultactionselection;1;7;1761226
exp1c;control-defaultactionselection;1;8;3018037
exp1c;control-defaultactionselection;1;9;2652829
exp1c;control-defaultactionselection;1;10;2657991
exp1c;control-defaultactionselection;32;1;2624309
exp1c;control-defaultactionselection;32;2;3289985
exp1c;control-defaultactionselection;32;3;3354726
exp1c;control-defaultactionselection;32;4;3279945
exp1c;control-defaultactionselection;32;5;3222891
exp1c;control-defaultactionselection;32;6;3384064
exp1c;control-defaultactionselection;32;7;3259606
exp1c;control-defaultactionselection;32;8;2891850
exp1c;control-defaultactionselection;32;9;3374651
exp1c;control-defaultactionselection;32;10;2836957
exp1c;plain;11;1;373720
exp1c;plain;11;2;368996
exp1c;plain;11;3;371662
exp1c;plain;11;4;367874
exp1c;plain;11;5;360119
exp1c;plain;11;6;363810
exp1c;plain;11;7;365994
exp1c;plain;11;8;364772
exp1c;plain;11;9;651241
exp1c;plain;11;10;362964
exp1c;control-customactionselection;20;1;2947828
exp1c;control-customactionselection;20;2;2983674
exp1c;control-customactionselection;20;3;257012
exp1c;control-customactionselection;20;4;3050425
exp1c;control-customactionselection;20;5;3009644
exp1c;control-customactionselection;20;6;3105492
exp1c;control-customactionselection;20;7;2952400
exp1c;control-customactionselection;20;8;2626467
exp1c;control-customactionselection;20;9;2903492
exp1c;control-customactionselection;20;10;2986585
exp1c;control-customactionselection;11;1;2992482
exp1c;control-customactionselection;11;2;2901253
exp1c;control-customactionselection;11;3;2735632
exp1c;control-customactionselection;11;4;2839667
exp1c;control-customactionselection;11;5;2758716
exp1c;control-customactionselection;11;6;2875708
exp1c;control-customactionselection;11;7;2495026
exp1c;control-customactionselection;11;8;2805804
exp1c;control-customactionselection;11;9;2842990
exp1c;control-customactionselection;11;10;3052493
exp1c;control-defaultactionselection;7;1;3152315
exp1c;control-defaultactionselection;7;2;3545225
exp1c;control-defaultactionselection;7;3;2715055
exp1c;control-defaultactionselection;7;4;3518803
exp1c;control-defaultactionselection;7;5;3469809
exp1c;control-defaultactionselection;7;6;2774222
exp1c;control-defaultactionselection;7;7;3087696
exp1c;control-defaultactionselection;7;8;3385037
exp1c;control-defaultactionselection;7;9;4056996
exp1c;control-defaultactionselection;7;10;2597745
exp1c;experimental;53;1;1023907
exp1c;experimental;53;2;3563606
exp1c;experimental;53;3;3964847
exp1c;experimental;53;4;5273779
exp1c;experimental;53;5;3984018
exp1c;experimental;53;6;4955916
exp1c;experimental;53;7;3700551
exp1c;experimental;53;8;4037576
exp1c;experimental;53;9;5915124
exp1c;experimental;53;10;5232693
exp1c;control-customactionselection;13;1;3259375
exp1c;control-customactionselection;13;2;3151385
exp1c;control-customactionselection;13;3;3050729
exp1c;control-customactionselection;13;4;3072121
exp1c;control-customactionselection;13;5;3098389
exp1c;control-customactionselection;13;6;3028816
exp1c;control-customactionselection;13;7;3059220
exp1c;control-customactionselection;13;8;3100944
exp1c;control-customactionselection;13;9;3179456
exp1c;control-customactionselection;13;10;3059262
exp1c;control-customactionselection;22;1;2928550
exp1c;control-customactionselection;22;2;3104296
exp1c;control-customactionselection;22;3;2919657
exp1c;control-customactionselection;22;4;2657282
exp1c;control-customactionselection;22;5;2896464
exp1c;control-customactionselection;22;6;2872352
exp1c;control-customactionselection;22;7;2920766
exp1c;control-customactionselection;22;8;2953986
exp1c;control-customactionselection;22;9;2785467
exp1c;control-customactionselection;22;10;2862357
exp1c;control-defaultactionselection;35;1;2706912
exp1c;control-defaultactionselection;35;2;3404257
exp1c;control-defaultactionselection;35;3;3503984
exp1c;control-defaultactionselection;35;4;3325246
exp1c;control-defaultactionselection;35;5;3321516
exp1c;control-defaultactionselection;35;6;3364540
exp1c;control-defaultactionselection;35;7;3119177
exp1c;control-defaultactionselection;35;8;2847314
exp1c;control-defaultactionselection;35;9;368967
exp1c;control-defaultactionselection;35;10;3638555
exp1c;plain;25;1;346076
exp1c;plain;25;2;377794
exp1c;plain;25;3;374050
exp1c;plain;25;4;355902
exp1c;plain;25;5;368635
exp1c;plain;25;6;364957
exp1c;plain;25;7;358967
exp1c;plain;25;8;363127
exp1c;plain;25;9;669194
exp1c;plain;25;10;362061
exp1c;experimental;24;1;2605283
exp1c;experimental;24;2;4681993
exp1c;experimental;24;3;4487473
exp1c;experimental;24;4;4742312
exp1c;experimental;24;5;4769140
exp1c;experimental;24;6;5339139
exp1c;experimental;24;7;2324056
exp1c;experimental;24;8;2482270
exp1c;experimental;24;9;4691950
exp1c;experimental;24;10;3942449
exp1c;plain;22;1;367292
exp1c;plain;22;2;343859
exp1c;plain;22;3;354133
exp1c;plain;22;4;367079
exp1c;plain;22;5;346819
exp1c;plain;22;6;327718
exp1c;plain;22;7;345484
exp1c;plain;22;8;349347
exp1c;plain;22;9;372814
exp1c;plain;22;10;340155
exp1c;plain;5;1;360933
exp1c;plain;5;2;338114
exp1c;plain;5;3;368820
exp1c;plain;5;4;364226
exp1c;plain;5;5;367069
exp1c;plain;5;6;336414
exp1c;plain;5;7;349700
exp1c;plain;5;8;362995
exp1c;plain;5;9;370138
exp1c;plain;5;10;367501
exp1c;control-defaultactionselection;20;1;4227086
exp1c;control-defaultactionselection;20;2;3543807
exp1c;control-defaultactionselection;20;3;3513658
exp1c;control-defaultactionselection;20;4;3406896
exp1c;control-defaultactionselection;20;5;3434761
exp1c;control-defaultactionselection;20;6;2606851
exp1c;control-defaultactionselection;20;7;3650362
exp1c;control-defaultactionselection;20;8;2931313
exp1c;control-defaultactionselection;20;9;3229219
exp1c;control-defaultactionselection;20;10;3005717
exp1c;experimental;33;1;4709398
exp1c;experimental;33;2;5426784
exp1c;experimental;33;3;2621511
exp1c;experimental;33;4;6371500
exp1c;experimental;33;5;5362298
exp1c;experimental;33;6;5795645
exp1c;experimental;33;7;5014577
exp1c;experimental;33;8;4214513
exp1c;experimental;33;9;4184255
exp1c;experimental;33;10;4839984
exp1c;plain;21;1;365001
exp1c;plain;21;2;369859
exp1c;plain;21;3;369470
exp1c;plain;21;4;349310
exp1c;plain;21;5;345904
exp1c;plain;21;6;359101
exp1c;plain;21;7;371963
exp1c;plain;21;8;373100
exp1c;plain;21;9;371828
exp1c;plain;21;10;358590
exp1c;control-defaultactionselection;11;1;3715561
exp1c;control-defaultactionselection;11;2;3530893
exp1c;control-defaultactionselection;11;3;3566260
exp1c;control-defaultactionselection;11;4;3206183
exp1c;control-defaultactionselection;11;5;3209056
exp1c;control-defaultactionselection;11;6;2986546
exp1c;control-defaultactionselection;11;7;3586684
exp1c;control-defaultactionselection;11;8;4299650
exp1c;control-defaultactionselection;11;9;3423734
exp1c;control-defaultactionselection;11;10;3483490
exp1c;plain;10;1;364422
exp1c;plain;10;2;358996
exp1c;plain;10;3;363128
exp1c;plain;10;4;365880
exp1c;plain;10;5;337119
exp1c;plain;10;6;353845
exp1c;plain;10;7;336809
exp1c;plain;10;8;365249
exp1c;plain;10;9;343117
exp1c;plain;10;10;360759
exp1c;control-customactionselection;7;1;2891929
exp1c;control-customactionselection;7;2;2904966
exp1c;control-customactionselection;7;3;2796040
exp1c;control-customactionselection;7;4;4690137
exp1c;control-customactionselection;7;5;2838793
exp1c;control-customactionselection;7;6;2891672
exp1c;control-customactionselection;7;7;2824397
exp1c;control-customactionselection;7;8;2893266
exp1c;control-customactionselection;7;9;2648364
exp1c;control-customactionselection;7;10;2969998
exp1c;plain;17;1;31931
exp1c;plain;17;2;355018
exp1c;plain;17;3;365012
exp1c;plain;17;4;347033
exp1c;plain;17;5;353137
exp1c;plain;17;6;344454
exp1c;plain;17;7;358741
exp1c;plain;17;8;355980
exp1c;plain;17;9;366036
exp1c;plain;17;10;372270
exp1c;experimental;41;1;3266816
exp1c;experimental;41;2;4590973
exp1c;experimental;41;3;12809620
exp1c;experimental;41;4;4929667
exp1c;experimental;41;5;6230495
exp1c;experimental;41;6;4805827
exp1c;experimental;41;7;4905719
exp1c;experimental;41;8;5683634
exp1c;experimental;41;9;2613490
exp1c;experimental;41;10;4197282
exp1c;control-customactionselection;24;1;2529401
exp1c;control-customactionselection;24;2;3050528
exp1c;control-customactionselection;24;3;2772792
exp1c;control-customactionselection;24;4;3018718
exp1c;control-customactionselection;24;5;2787106
exp1c;control-customactionselection;24;6;2915482
exp1c;control-customactionselection;24;7;2922588
exp1c;control-customactionselection;24;8;2896812
exp1c;control-customactionselection;24;9;2869062
exp1c;control-customactionselection;24;10;2963276
exp1c;plain;23;1;362821
exp1c;plain;23;2;375314
exp1c;plain;23;3;371548
exp1c;plain;23;4;367769
exp1c;plain;23;5;351346
exp1c;plain;23;6;349552
exp1c;plain;23;7;371614
exp1c;plain;23;8;348360
exp1c;plain;23;9;364157
exp1c;plain;23;10;338614
exp1c;plain;16;1;362532
exp1c;plain;16;2;361582
exp1c;plain;16;3;359053
exp1c;plain;16;4;219992
exp1c;plain;16;5;357592
exp1c;plain;16;6;351388
exp1c;plain;16;7;371491
exp1c;plain;16;8;371035
exp1c;plain;16;9;351469
exp1c;plain;16;10;366976
exp1c;experimental;43;1;3191448
exp1c;experimental;43;2;4308591
exp1c;experimental;43;3;5303926
exp1c;experimental;43;4;5376486
exp1c;experimental;43;5;5674114
exp1c;experimental;43;6;6114875
exp1c;experimental;43;7;5512098
exp1c;experimental;43;8;5929194
exp1c;experimental;43;9;6088894
exp1c;experimental;43;10;9179185
exp1c;control-defaultactionselection;9;1;1073921
exp1c;control-defaultactionselection;9;2;3330367
exp1c;control-defaultactionselection;9;3;3508145
exp1c;control-defaultactionselection;9;4;3271814
exp1c;control-defaultactionselection;9;5;3314574
exp1c;control-defaultactionselection;9;6;3441710
exp1c;control-defaultactionselection;9;7;3380862
exp1c;control-defaultactionselection;9;8;2810346
exp1c;control-defaultactionselection;9;9;3287792
exp1c;control-defaultactionselection;9;10;3816775
exp1c;control-customactionselection;34;1;2869442
exp1c;control-customactionselection;34;2;2869448
exp1c;control-customactionselection;34;3;2810421
exp1c;control-customactionselection;34;4;2796444
exp1c;control-customactionselection;34;5;2606673
exp1c;control-customactionselection;34;6;2822766
exp1c;control-customactionselection;34;7;2797102
exp1c;control-customactionselection;34;8;2771400
exp1c;control-customactionselection;34;9;2834675
exp1c;control-customactionselection;34;10;2790207
exp1c;control-defaultactionselection;29;1;3724850
exp1c;control-defaultactionselection;29;2;3506486
exp1c;control-defaultactionselection;29;3;3779175
exp1c;control-defaultactionselection;29;4;820062
exp1c;control-defaultactionselection;29;5;3744635
exp1c;control-defaultactionselection;29;6;3573696
exp1c;control-defaultactionselection;29;7;3465637
exp1c;control-defaultactionselection;29;8;2781173
exp1c;control-defaultactionselection;29;9;3549643
exp1c;control-defaultactionselection;29;10;3594032
exp1c;plain;18;1;365017
exp1c;plain;18;2;354044
exp1c;plain;18;3;356081
exp1c;plain;18;4;360994
exp1c;plain;18;5;359069
exp1c;plain;18;6;363577
exp1c;plain;18;7;345985
exp1c;plain;18;8;373112
exp1c;plain;18;9;340804
exp1c;plain;18;10;371804
exp1c;control-defaultactionselection;30;1;3030970
exp1c;control-defaultactionselection;30;2;3535254
exp1c;control-defaultactionselection;30;3;3430413
exp1c;control-defaultactionselection;30;4;2942741
exp1c;control-defaultactionselection;30;5;3511604
exp1c;control-defaultactionselection;30;6;2811292
exp1c;control-defaultactionselection;30;7;3617803
exp1c;control-defaultactionselection;30;8;807831
exp1c;control-defaultactionselection;30;9;3624616
exp1c;control-defaultactionselection;30;10;3789344
