Experiment;Condition;Run;Sequence;Result
exp1c;plain;9;4;0
exp1c;plain;9;5;0
exp1c;plain;9;6;0
exp1c;plain;9;7;0
exp1c;plain;9;8;0
exp1c;plain;9;9;0
exp1c;plain;9;10;0
exp1c;experimental;12;1;0
exp1c;experimental;12;2;0
exp1c;experimental;12;3;0
exp1c;experimental;12;4;0
exp1c;experimental;12;5;0
exp1c;experimental;12;6;0
exp1c;experimental;12;7;0
exp1c;experimental;12;8;0
exp1c;experimental;12;9;0
exp1c;experimental;12;10;0
exp1c;control-customactionselection;18;1;0
exp1c;control-customactionselection;18;2;0
exp1c;control-customactionselection;18;3;0
exp1c;control-customactionselection;18;4;0
exp1c;control-customactionselection;18;5;0
exp1c;control-customactionselection;18;6;0
exp1c;control-customactionselection;18;7;0
exp1c;control-customactionselection;18;8;0
exp1c;control-customactionselection;18;9;0
exp1c;control-customactionselection;18;10;0
exp1c;control-customactionselection;29;1;0
exp1c;control-customactionselection;29;2;0
exp1c;control-customactionselection;29;3;0
exp1c;control-customactionselection;29;4;0
exp1c;control-customactionselection;29;5;0
exp1c;control-customactionselection;29;6;0
exp1c;control-customactionselection;29;7;0
exp1c;control-customactionselection;29;8;0
exp1c;control-customactionselection;29;9;0
exp1c;control-customactionselection;29;10;0
exp1c;plain;8;1;0
exp1c;plain;8;2;0
exp1c;plain;8;3;0
exp1c;plain;8;4;0
exp1c;plain;8;5;0
exp1c;plain;8;6;0
exp1c;plain;8;7;0
exp1c;plain;8;8;0
exp1c;plain;8;9;0
exp1c;plain;8;10;0
exp1c;experimental;52;1;0
exp1c;experimental;52;2;0
exp1c;experimental;52;3;0
exp1c;experimental;52;4;0
exp1c;experimental;52;5;0
exp1c;experimental;52;6;0
exp1c;experimental;52;7;0
exp1c;experimental;52;8;0
exp1c;experimental;52;9;0
exp1c;experimental;52;10;1
exp1c;experimental;11;1;0
exp1c;experimental;11;2;0
exp1c;experimental;11;3;0
exp1c;experimental;11;4;1
exp1c;experimental;11;5;0
exp1c;experimental;11;6;0
exp1c;experimental;11;7;0
exp1c;experimental;11;8;0
exp1c;experimental;11;9;0
exp1c;experimental;11;10;0
exp1c;control-customactionselection;35;1;0
exp1c;control-customactionselection;35;2;0
exp1c;control-customactionselection;35;3;0
exp1c;control-customactionselection;35;4;0
exp1c;control-customactionselection;35;5;0
exp1c;control-customactionselection;35;6;0
exp1c;control-customactionselection;35;7;0
exp1c;control-customactionselection;35;8;0
exp1c;control-customactionselection;35;9;0
exp1c;control-customactionselection;35;10;0
exp1c;control-defaultactionselection;23;1;0
exp1c;control-defaultactionselection;23;2;1
exp1c;control-defaultactionselection;23;3;0
exp1c;control-defaultactionselection;23;4;0
exp1c;control-defaultactionselection;23;5;0
exp1c;control-defaultactionselection;23;6;0
exp1c;control-defaultactionselection;23;7;0
exp1c;control-defaultactionselection;23;8;0
exp1c;control-defaultactionselection;23;9;0
exp1c;control-defaultactionselection;23;10;0
exp1c;experimental;6;1;0
exp1c;experimental;6;2;0
exp1c;experimental;6;3;1
exp1c;experimental;6;4;1
exp1c;experimental;6;5;1
exp1c;experimental;6;6;1
exp1c;experimental;6;7;1
exp1c;experimental;6;8;0
exp1c;experimental;6;9;0
exp1c;experimental;6;10;1
exp1c;control-customactionselection;27;1;0
exp1c;control-customactionselection;27;2;0
exp1c;control-customactionselection;27;3;0
exp1c;control-customactionselection;27;4;0
exp1c;control-customactionselection;27;5;0
exp1c;control-customactionselection;27;6;0
exp1c;control-customactionselection;27;7;0
exp1c;control-customactionselection;27;8;0
exp1c;control-customactionselection;27;9;0
exp1c;control-customactionselection;27;10;0
exp1c;control-customactionselection;14;1;0
exp1c;control-customactionselection;14;2;0
exp1c;control-customactionselection;14;3;0
exp1c;control-customactionselection;14;4;0
exp1c;control-customactionselection;14;5;0
exp1c;control-customactionselection;14;6;0
exp1c;control-customactionselection;14;7;0
exp1c;control-customactionselection;14;8;0
exp1c;control-customactionselection;14;9;0
exp1c;control-customactionselection;14;10;0
exp1c;experimental;31;1;0
exp1c;experimental;31;2;0
exp1c;experimental;31;3;1
exp1c;experimental;31;4;0
exp1c;experimental;31;5;0
exp1c;experimental;31;6;0
exp1c;experimental;31;7;1
exp1c;experimental;31;8;1
exp1c;experimental;31;9;1
exp1c;experimental;31;10;1
exp1c;control-customactionselection;30;1;0
exp1c;control-customactionselection;30;2;0
exp1c;control-customactionselection;30;3;0
exp1c;control-customactionselection;30;4;0
exp1c;control-customactionselection;30;5;0
exp1c;control-customactionselection;30;6;0
exp1c;control-customactionselection;30;7;0
exp1c;control-customactionselection;30;8;0
exp1c;control-customactionselection;30;9;0
exp1c;control-customactionselection;30;10;0
exp1c;experimental;5;1;0
exp1c;experimental;5;2;0
exp1c;experimental;5;3;1
exp1c;experimental;5;4;1
exp1c;experimental;5;5;1
exp1c;experimental;5;6;1
exp1c;experimental;5;7;1
exp1c;experimental;5;8;1
exp1c;experimental;5;9;1
exp1c;experimental;5;10;1
exp1c;control-defaultactionselection;33;1;0
exp1c;control-defaultactionselection;33;2;0
exp1c;control-defaultactionselection;33;3;0
exp1c;control-defaultactionselection;33;4;0
exp1c;control-defaultactionselection;33;5;0
exp1c;control-defaultactionselection;33;6;0
exp1c;control-defaultactionselection;33;7;0
exp1c;control-defaultactionselection;33;8;0
exp1c;control-defaultactionselection;33;9;0
exp1c;control-defaultactionselection;33;10;0
exp1c;experimental;7;1;1
exp1c;experimental;7;2;1
exp1c;experimental;7;3;1
exp1c;experimental;7;4;1
exp1c;experimental;7;5;1
exp1c;experimental;7;6;1
exp1c;experimental;7;7;1
exp1c;control-defaultactionselection;24;1;0
exp1c;control-defaultactionselection;24;2;0
exp1c;control-defaultactionselection;24;3;0
exp1c;control-defaultactionselection;24;4;0
exp1c;control-defaultactionselection;24;5;0
exp1c;control-defaultactionselection;24;6;0
exp1c;control-defaultactionselection;24;7;0
exp1c;control-defaultactionselection;24;8;0
exp1c;control-defaultactionselection;24;9;0
exp1c;control-defaultactionselection;24;10;0
exp1c;experimental;34;1;0
exp1c;experimental;34;2;0
exp1c;experimental;34;3;0
exp1c;experimental;34;4;0
exp1c;experimental;34;5;0
exp1c;experimental;34;6;0
exp1c;experimental;34;7;0
exp1c;experimental;34;8;0
exp1c;experimental;34;9;0
exp1c;experimental;34;10;0
exp1c;control-customactionselection;17;1;0
exp1c;control-customactionselection;17;2;0
exp1c;control-customactionselection;17;3;0
exp1c;control-customactionselection;17;4;0
exp1c;control-customactionselection;17;5;0
exp1c;control-customactionselection;17;6;0
exp1c;control-customactionselection;17;7;0
exp1c;control-customactionselection;17;8;0
exp1c;control-customactionselection;17;9;0
exp1c;control-customactionselection;17;10;0
exp1c;experimental;21;1;0
exp1c;experimental;21;2;0
exp1c;experimental;21;3;0
exp1c;experimental;21;4;0
exp1c;experimental;21;5;0
exp1c;experimental;21;6;0
exp1c;experimental;21;7;1
exp1c;experimental;21;8;0
exp1c;experimental;21;9;0
exp1c;experimental;21;10;0
exp1c;plain;7;1;0
exp1c;plain;7;2;0
exp1c;plain;7;3;0
exp1c;plain;7;4;0
exp1c;plain;7;5;0
exp1c;plain;7;6;1
exp1c;plain;7;7;0
exp1c;plain;7;8;0
exp1c;plain;7;9;0
exp1c;plain;7;10;0
exp1c;control-customactionselection;8;1;0
exp1c;control-customactionselection;8;2;0
exp1c;control-customactionselection;8;3;0
exp1c;control-customactionselection;8;4;0
exp1c;control-customactionselection;8;5;0
exp1c;control-customactionselection;8;6;0
exp1c;control-customactionselection;8;7;0
exp1c;control-customactionselection;8;8;0
exp1c;control-customactionselection;8;9;0
exp1c;control-customactionselection;8;10;0
exp1c;plain;26;1;0
exp1c;plain;26;2;0
exp1c;plain;26;3;0
exp1c;plain;26;4;0
exp1c;plain;26;5;1
exp1c;plain;26;6;0
exp1c;plain;26;7;0
exp1c;plain;26;8;0
exp1c;plain;26;9;1
exp1c;plain;26;10;0
exp1c;plain;34;1;0
exp1c;plain;34;2;0
exp1c;plain;34;3;0
exp1c;plain;34;4;0
exp1c;plain;34;5;0
exp1c;plain;34;6;0
exp1c;plain;34;7;0
exp1c;plain;34;8;0
exp1c;plain;34;9;0
exp1c;plain;34;10;0
exp1c;experimental;35;1;0
exp1c;experimental;35;2;1
exp1c;experimental;35;3;0
exp1c;experimental;35;4;0
exp1c;experimental;35;5;1
exp1c;experimental;35;6;1
exp1c;experimental;35;7;1
exp1c;experimental;35;8;1
exp1c;experimental;35;9;1
exp1c;experimental;35;10;1
exp1c;control-defaultactionselection;5;1;0
exp1c;control-defaultactionselection;5;2;0
exp1c;control-defaultactionselection;5;3;0
exp1c;control-defaultactionselection;5;4;0
exp1c;control-defaultactionselection;5;5;0
exp1c;control-defaultactionselection;5;6;0
exp1c;control-defaultactionselection;5;7;0
exp1c;control-defaultactionselection;5;8;0
exp1c;control-defaultactionselection;5;9;0
exp1c;control-defaultactionselection;5;10;0
exp1c;control-defaultactionselection;22;1;0
exp1c;control-defaultactionselection;22;2;0
exp1c;control-defaultactionselection;22;3;0
exp1c;control-defaultactionselection;22;4;0
exp1c;control-defaultactionselection;22;5;0
exp1c;control-defaultactionselection;22;6;0
exp1c;control-defaultactionselection;22;7;0
exp1c;control-defaultactionselection;22;8;0
exp1c;control-defaultactionselection;22;9;0
exp1c;control-defaultactionselection;22;10;0
exp1c;control-customactionselection;2;1;0
exp1c;control-customactionselection;2;2;0
exp1c;control-customactionselection;2;3;0
exp1c;control-customactionselection;2;4;0
exp1c;control-customactionselection;2;5;0
exp1c;control-customactionselection;2;6;0
exp1c;control-customactionselection;2;7;0
exp1c;control-customactionselection;2;8;0
exp1c;control-customactionselection;2;9;0
exp1c;control-customactionselection;2;10;0
exp1c;control-defaultactionselection;1;1;0
exp1c;control-defaultactionselection;1;2;0
exp1c;control-defaultactionselection;1;3;0
exp1c;control-defaultactionselection;1;4;0
exp1c;control-defaultactionselection;1;5;0
exp1c;control-defaultactionselection;1;6;0
exp1c;control-defaultactionselection;1;7;1
exp1c;control-defaultactionselection;1;8;0
exp1c;control-defaultactionselection;1;9;0
exp1c;control-defaultactionselection;1;10;0
exp1c;control-defaultactionselection;32;1;0
exp1c;control-defaultactionselection;32;2;0
exp1c;control-defaultactionselection;32;3;0
exp1c;control-defaultactionselection;32;4;0
exp1c;control-defaultactionselection;32;5;0
exp1c;control-defaultactionselection;32;6;0
exp1c;control-defaultactionselection;32;7;0
exp1c;control-defaultactionselection;32;8;0
exp1c;control-defaultactionselection;32;9;0
exp1c;control-defaultactionselection;32;10;0
exp1c;plain;11;1;0
exp1c;plain;11;2;0
exp1c;plain;11;3;0
exp1c;plain;11;4;0
exp1c;plain;11;5;0
exp1c;plain;11;6;0
exp1c;plain;11;7;0
exp1c;plain;11;8;0
exp1c;plain;11;9;0
exp1c;plain;11;10;0
exp1c;control-customactionselection;20;1;0
exp1c;control-customactionselection;20;2;0
exp1c;control-customactionselection;20;3;1
exp1c;control-customactionselection;20;4;0
exp1c;control-customactionselection;20;5;0
exp1c;control-customactionselection;20;6;0
exp1c;control-customactionselection;20;7;0
exp1c;control-customactionselection;20;8;0
exp1c;control-customactionselection;20;9;0
exp1c;control-customactionselection;20;10;0
exp1c;control-customactionselection;11;1;0
exp1c;control-customactionselection;11;2;0
exp1c;control-customactionselection;11;3;0
exp1c;control-customactionselection;11;4;0
exp1c;control-customactionselection;11;5;0
exp1c;control-customactionselection;11;6;0
exp1c;control-customactionselection;11;7;0
exp1c;control-customactionselection;11;8;0
exp1c;control-customactionselection;11;9;0
exp1c;control-customactionselection;11;10;0
exp1c;control-defaultactionselection;7;1;0
exp1c;control-defaultactionselection;7;2;0
exp1c;control-defaultactionselection;7;3;0
exp1c;control-defaultactionselection;7;4;0
exp1c;control-defaultactionselection;7;5;0
exp1c;control-defaultactionselection;7;6;0
exp1c;control-defaultactionselection;7;7;0
exp1c;control-defaultactionselection;7;8;0
exp1c;control-defaultactionselection;7;9;0
exp1c;control-defaultactionselection;7;10;0
exp1c;experimental;53;1;1
exp1c;experimental;53;2;0
exp1c;experimental;53;3;1
exp1c;experimental;53;4;0
exp1c;experimental;53;5;0
exp1c;experimental;53;6;0
exp1c;experimental;53;7;0
exp1c;experimental;53;8;0
exp1c;experimental;53;9;0
exp1c;experimental;53;10;0
exp1c;control-customactionselection;13;1;0
exp1c;control-customactionselection;13;2;0
exp1c;control-customactionselection;13;3;0
exp1c;control-customactionselection;13;4;0
exp1c;control-customactionselection;13;5;0
exp1c;control-customactionselection;13;6;0
exp1c;control-customactionselection;13;7;0
exp1c;control-customactionselection;13;8;0
exp1c;control-customactionselection;13;9;0
exp1c;control-customactionselection;13;10;0
exp1c;control-customactionselection;22;1;0
exp1c;control-customactionselection;22;2;0
exp1c;control-customactionselection;22;3;0
exp1c;control-customactionselection;22;4;0
exp1c;control-customactionselection;22;5;0
exp1c;control-customactionselection;22;6;0
exp1c;control-customactionselection;22;7;0
exp1c;control-customactionselection;22;8;0
exp1c;control-customactionselection;22;9;0
exp1c;control-customactionselection;22;10;0
exp1c;control-defaultactionselection;35;1;0
exp1c;control-defaultactionselection;35;2;0
exp1c;control-defaultactionselection;35;3;0
exp1c;control-defaultactionselection;35;4;0
exp1c;control-defaultactionselection;35;5;0
exp1c;control-defaultactionselection;35;6;0
exp1c;control-defaultactionselection;35;7;0
exp1c;control-defaultactionselection;35;8;0
exp1c;control-defaultactionselection;35;9;1
exp1c;control-defaultactionselection;35;10;0
exp1c;plain;25;1;0
exp1c;plain;25;2;0
exp1c;plain;25;3;0
exp1c;plain;25;4;0
exp1c;plain;25;5;0
exp1c;plain;25;6;0
exp1c;plain;25;7;0
exp1c;plain;25;8;0
exp1c;plain;25;9;0
exp1c;plain;25;10;0
exp1c;experimental;24;1;1
exp1c;experimental;24;2;0
exp1c;experimental;24;3;0
exp1c;experimental;24;4;0
exp1c;experimental;24;5;1
exp1c;experimental;24;6;0
exp1c;experimental;24;7;1
exp1c;experimental;24;8;1
exp1c;experimental;24;9;0
exp1c;experimental;24;10;0
exp1c;plain;22;1;0
exp1c;plain;22;2;0
exp1c;plain;22;3;0
exp1c;plain;22;4;0
exp1c;plain;22;5;0
exp1c;plain;22;6;0
exp1c;plain;22;7;0
exp1c;plain;22;8;0
exp1c;plain;22;9;0
exp1c;plain;22;10;0
exp1c;plain;5;1;0
exp1c;plain;5;2;0
exp1c;plain;5;3;0
exp1c;plain;5;4;0
exp1c;plain;5;5;0
exp1c;plain;5;6;0
exp1c;plain;5;7;0
exp1c;plain;5;8;0
exp1c;plain;5;9;0
exp1c;plain;5;10;0
exp1c;control-defaultactionselection;20;1;0
exp1c;control-defaultactionselection;20;2;0
exp1c;control-defaultactionselection;20;3;0
exp1c;control-defaultactionselection;20;4;0
exp1c;control-defaultactionselection;20;5;0
exp1c;control-defaultactionselection;20;6;0
exp1c;control-defaultactionselection;20;7;0
exp1c;control-defaultactionselection;20;8;0
exp1c;control-defaultactionselection;20;9;0
exp1c;control-defaultactionselection;20;10;0
exp1c;experimental;33;1;0
exp1c;experimental;33;2;0
exp1c;experimental;33;3;1
exp1c;experimental;33;4;0
exp1c;experimental;33;5;0
exp1c;experimental;33;6;0
exp1c;experimental;33;7;0
exp1c;experimental;33;8;0
exp1c;experimental;33;9;0
exp1c;experimental;33;10;0
exp1c;plain;21;1;0
exp1c;plain;21;2;0
exp1c;plain;21;3;0
exp1c;plain;21;4;0
exp1c;plain;21;5;0
exp1c;plain;21;6;0
exp1c;plain;21;7;0
exp1c;plain;21;8;0
exp1c;plain;21;9;0
exp1c;plain;21;10;0
exp1c;control-defaultactionselection;11;1;0
exp1c;control-defaultactionselection;11;2;0
exp1c;control-defaultactionselection;11;3;0
exp1c;control-defaultactionselection;11;4;0
exp1c;control-defaultactionselection;11;5;0
exp1c;control-defaultactionselection;11;6;0
exp1c;control-defaultactionselection;11;7;0
exp1c;control-defaultactionselection;11;8;0
exp1c;control-defaultactionselection;11;9;0
exp1c;control-defaultactionselection;11;10;0
exp1c;plain;10;1;0
exp1c;plain;10;2;0
exp1c;plain;10;3;0
exp1c;plain;10;4;0
exp1c;plain;10;5;0
exp1c;plain;10;6;0
exp1c;plain;10;7;0
exp1c;plain;10;8;0
exp1c;plain;10;9;0
exp1c;plain;10;10;0
exp1c;control-customactionselection;7;1;0
exp1c;control-customactionselection;7;2;0
exp1c;control-customactionselection;7;3;0
exp1c;control-customactionselection;7;4;0
exp1c;control-customactionselection;7;5;0
exp1c;control-customactionselection;7;6;0
exp1c;control-customactionselection;7;7;0
exp1c;control-customactionselection;7;8;0
exp1c;control-customactionselection;7;9;0
exp1c;control-customactionselection;7;10;0
exp1c;plain;17;1;1
exp1c;plain;17;2;0
exp1c;plain;17;3;0
exp1c;plain;17;4;0
exp1c;plain;17;5;0
exp1c;plain;17;6;0
exp1c;plain;17;7;0
exp1c;plain;17;8;0
exp1c;plain;17;9;0
exp1c;plain;17;10;0
exp1c;experimental;41;1;0
exp1c;experimental;41;2;0
exp1c;experimental;41;3;0
exp1c;experimental;41;4;0
exp1c;experimental;41;5;0
exp1c;experimental;41;6;0
exp1c;experimental;41;7;0
exp1c;experimental;41;8;0
exp1c;experimental;41;9;1
exp1c;experimental;41;10;0
exp1c;control-customactionselection;24;1;0
exp1c;control-customactionselection;24;2;0
exp1c;control-customactionselection;24;3;0
exp1c;control-customactionselection;24;4;0
exp1c;control-customactionselection;24;5;0
exp1c;control-customactionselection;24;6;0
exp1c;control-customactionselection;24;7;0
exp1c;control-customactionselection;24;8;0
exp1c;control-customactionselection;24;9;0
exp1c;control-customactionselection;24;10;0
exp1c;plain;23;1;0
exp1c;plain;23;2;0
exp1c;plain;23;3;0
exp1c;plain;23;4;0
exp1c;plain;23;5;0
exp1c;plain;23;6;0
exp1c;plain;23;7;0
exp1c;plain;23;8;0
exp1c;plain;23;9;0
exp1c;plain;23;10;0
exp1c;plain;16;1;0
exp1c;plain;16;2;0
exp1c;plain;16;3;0
exp1c;plain;16;4;1
exp1c;plain;16;5;0
exp1c;plain;16;6;0
exp1c;plain;16;7;0
exp1c;plain;16;8;0
exp1c;plain;16;9;0
exp1c;plain;16;10;0
exp1c;experimental;43;1;0
exp1c;experimental;43;2;0
exp1c;experimental;43;3;0
exp1c;experimental;43;4;0
exp1c;experimental;43;5;0
exp1c;experimental;43;6;0
exp1c;experimental;43;7;0
exp1c;experimental;43;8;0
exp1c;experimental;43;9;0
exp1c;experimental;43;10;0
exp1c;control-defaultactionselection;9;1;1
exp1c;control-defaultactionselection;9;2;0
exp1c;control-defaultactionselection;9;3;0
exp1c;control-defaultactionselection;9;4;0
exp1c;control-defaultactionselection;9;5;0
exp1c;control-defaultactionselection;9;6;0
exp1c;control-defaultactionselection;9;7;0
exp1c;control-defaultactionselection;9;8;0
exp1c;control-defaultactionselection;9;9;0
exp1c;control-defaultactionselection;9;10;0
exp1c;control-customactionselection;34;1;0
exp1c;control-customactionselection;34;2;0
exp1c;control-customactionselection;34;3;0
exp1c;control-customactionselection;34;4;0
exp1c;control-customactionselection;34;5;0
exp1c;control-customactionselection;34;6;0
exp1c;control-customactionselection;34;7;0
exp1c;control-customactionselection;34;8;0
exp1c;control-customactionselection;34;9;0
exp1c;control-customactionselection;34;10;0
exp1c;control-defaultactionselection;29;1;0
exp1c;control-defaultactionselection;29;2;0
exp1c;control-defaultactionselection;29;3;0
exp1c;control-defaultactionselection;29;4;1
exp1c;control-defaultactionselection;29;5;0
exp1c;control-defaultactionselection;29;6;0
exp1c;control-defaultactionselection;29;7;0
exp1c;control-defaultactionselection;29;8;0
exp1c;control-defaultactionselection;29;9;0
exp1c;control-defaultactionselection;29;10;0
exp1c;plain;18;1;0
exp1c;plain;18;2;0
exp1c;plain;18;3;0
exp1c;plain;18;4;0
exp1c;plain;18;5;0
exp1c;plain;18;6;0
exp1c;plain;18;7;0
exp1c;plain;18;8;0
exp1c;plain;18;9;0
exp1c;plain;18;10;0
exp1c;control-defaultactionselection;30;1;0
exp1c;control-defaultactionselection;30;2;0
exp1c;control-defaultactionselection;30;3;0
exp1c;control-defaultactionselection;30;4;0
exp1c;control-defaultactionselection;30;5;0
exp1c;control-defaultactionselection;30;6;0
exp1c;control-defaultactionselection;30;7;0
exp1c;control-defaultactionselection;30;8;1
exp1c;control-defaultactionselection;30;9;0
exp1c;control-defaultactionselection;30;10;0
