Experiment;Condition;Run;Sequence;Total;Application
exp1i;control-defaultactionselection;31;1;13419;9302
exp1i;control-defaultactionselection;31;5;15068;10921
exp1i;control-defaultactionselection;31;8;15677;11508
exp1i;control-defaultactionselection;31;6;15068;10921
exp1i;experimental;13;6;15127;10739
exp1i;experimental;13;0;12993;8906
exp1i;experimental;13;5;15117;10729
exp1i;experimental;13;7;15558;11145
exp1i;experimental;13;9;15570;11156
exp1i;experimental;13;8;15566;11153
exp1i;experimental;13;1;13771;9503
exp1i;experimental;13;2;13948;9680
exp1i;experimental;13;3;14776;10402
exp1i;experimental;13;4;14996;10608
exp1i;control-defaultactionselection;2;5;14191;10048
exp1i;control-defaultactionselection;2;2;13210;9087
exp1i;control-defaultactionselection;2;4;14090;9947
exp1i;control-defaultactionselection;2;0;10108;6004
exp1i;control-defaultactionselection;2;9;15702;11559
exp1i;control-defaultactionselection;2;6;14609;10466
exp1i;control-defaultactionselection;2;7;14841;10698
exp1i;control-defaultactionselection;2;8;14911;10768
exp1i;control-defaultactionselection;2;3;13852;9728
exp1i;control-defaultactionselection;2;1;10578;6474
exp1i;experimental;61;9;15749;11687
exp1i;experimental;61;6;15593;11531
exp1i;experimental;61;2;13922;9923
exp1i;experimental;61;1;13368;9371
exp1i;experimental;61;5;15438;11378
exp1i;experimental;61;3;14024;10007
exp1i;experimental;61;8;15630;11568
exp1i;experimental;61;7;15630;11568
exp1i;experimental;61;4;15438;11378
exp1i;experimental;61;0;12726;8730
exp1i;control-customactionselection;9;0;10555;7627
exp1i;control-customactionselection;9;1;11461;8428
exp1i;control-customactionselection;9;3;1877;1146
exp1i;control-customactionselection;9;4;10163;7178
exp1i;control-customactionselection;9;7;9994;7118
exp1i;control-customactionselection;9;5;11451;8286
exp1i;control-customactionselection;9;6;1871;1146
exp1i;control-customactionselection;9;2;1924;1196
exp1i;control-customactionselection;9;8;10901;7900
exp1i;control-customactionselection;9;9;1871;1146
exp1i;control-customactionselection;31;0;12163;8082
exp1i;control-customactionselection;31;7;14633;10370
exp1i;control-customactionselection;31;6;14548;10285
exp1i;control-customactionselection;31;2;13503;9297
exp1i;control-customactionselection;31;8;14766;10503
exp1i;control-customactionselection;31;3;13584;9378
exp1i;control-customactionselection;31;9;15167;10904
exp1i;control-customactionselection;31;4;13766;9538
exp1i;control-customactionselection;31;1;12444;8359
exp1i;control-customactionselection;31;5;14224;9974
exp1i;control-defaultactionselection;28;3;1927;1199
exp1i;control-defaultactionselection;28;5;10421;6490
exp1i;control-defaultactionselection;28;7;13087;9135
exp1i;control-defaultactionselection;28;2;1901;1159
exp1i;control-defaultactionselection;28;4;1877;1146
exp1i;control-defaultactionselection;28;8;13840;9871
exp1i;control-defaultactionselection;28;0;12245;8139
exp1i;control-defaultactionselection;28;9;1948;1207
exp1i;control-defaultactionselection;28;1;13865;9717
exp1i;control-defaultactionselection;28;6;12451;8507
exp1i;control-customactionselection;19;6;13753;9629
exp1i;control-customactionselection;19;9;13843;9719
exp1i;control-customactionselection;19;1;11870;7870
exp1i;control-customactionselection;19;3;12189;8187
exp1i;control-customactionselection;19;4;13007;8898
exp1i;control-customactionselection;19;5;13287;9169
exp1i;control-customactionselection;19;8;13843;9719
exp1i;control-customactionselection;19;0;9363;5378
exp1i;control-customactionselection;19;7;13838;9714
exp1i;control-customactionselection;19;2;12088;8086
exp1i;experimental;24;8;15375;10956
exp1i;experimental;24;1;14181;9786
exp1i;experimental;24;4;15138;10737
exp1i;experimental;24;3;15024;10623
exp1i;experimental;24;7;15300;10895
exp1i;experimental;24;2;14352;9951
exp1i;experimental;24;0;13120;8891
exp1i;experimental;24;9;15518;11078
exp1i;experimental;24;6;15287;10886
exp1i;experimental;24;5;15271;10870
exp1i;control-defaultactionselection;26;0;11923;7818
exp1i;control-defaultactionselection;26;8;16506;12235
exp1i;control-defaultactionselection;26;2;15228;10982
exp1i;control-defaultactionselection;26;3;15329;11083
exp1i;control-defaultactionselection;26;9;16566;12289
exp1i;control-defaultactionselection;26;4;16113;11859
exp1i;control-defaultactionselection;26;5;16154;11896
exp1i;control-defaultactionselection;26;7;16470;12199
exp1i;control-defaultactionselection;26;1;13962;9758
exp1i;control-defaultactionselection;26;6;16258;11987
exp1i;control-customactionselection;46;9;14479;10244
exp1i;control-customactionselection;46;7;14474;10239
exp1i;control-customactionselection;46;8;14479;10244
exp1i;control-customactionselection;46;4;13094;8973
exp1i;control-customactionselection;46;1;11780;7677
exp1i;control-customactionselection;46;0;11262;7165
exp1i;control-customactionselection;46;2;11867;7750
exp1i;control-customactionselection;46;3;13094;8973
exp1i;control-customactionselection;46;6;14341;10106
exp1i;control-customactionselection;46;5;14340;10106
exp1i;control-customactionselection;15;2;13370;9281
exp1i;control-customactionselection;15;0;10884;6910
exp1i;control-customactionselection;15;8;14756;10614
exp1i;control-customactionselection;15;4;13938;9845
exp1i;control-customactionselection;15;1;12527;8448
exp1i;control-customactionselection;15;9;15034;10782
exp1i;control-customactionselection;15;5;14114;10021
exp1i;control-customactionselection;15;7;14751;10609
exp1i;control-customactionselection;15;6;14114;10021
exp1i;control-customactionselection;15;3;13593;9504
exp1i;control-defaultactionselection;51;3;13990;9873
exp1i;control-defaultactionselection;51;5;14819;10647
exp1i;control-defaultactionselection;51;9;15575;11394
exp1i;control-defaultactionselection;51;4;14247;10110
exp1i;control-defaultactionselection;51;2;13990;9873
exp1i;control-defaultactionselection;51;8;15575;11394
exp1i;control-defaultactionselection;51;6;15080;10908
exp1i;control-defaultactionselection;51;7;15387;11215
exp1i;control-defaultactionselection;51;1;13872;9787
exp1i;control-defaultactionselection;51;0;13014;8934
exp1i;experimental;2;8;17337;12908
exp1i;experimental;2;6;15211;10791
exp1i;experimental;2;3;14025;9637
exp1i;experimental;2;4;14559;10151
exp1i;experimental;2;1;13366;9155
exp1i;experimental;2;5;15101;10681
exp1i;experimental;2;7;15407;10987
exp1i;experimental;2;9;17355;12926
exp1i;experimental;2;2;13939;9565
exp1i;experimental;2;0;12572;8370
exp1i;experimental;23;7;15667;11234
exp1i;experimental;23;0;11337;7361
exp1i;experimental;23;5;15563;11130
exp1i;experimental;23;9;15805;11372
exp1i;experimental;23;6;15665;11232
exp1i;experimental;23;2;14995;10696
exp1i;experimental;23;4;15541;11112
exp1i;experimental;23;1;14251;9968
exp1i;experimental;23;3;15102;10794
exp1i;experimental;23;8;15672;11239
exp1i;control-defaultactionselection;43;8;15716;11381
exp1i;control-defaultactionselection;43;9;15716;11381
exp1i;control-defaultactionselection;43;7;15625;11296
exp1i;control-defaultactionselection;43;6;15625;11296
exp1i;control-defaultactionselection;43;5;15244;10915
exp1i;control-defaultactionselection;43;2;14381;10052
exp1i;control-defaultactionselection;43;1;14114;9785
exp1i;control-defaultactionselection;43;3;14697;10368
exp1i;control-defaultactionselection;43;0;13190;8869
exp1i;control-defaultactionselection;43;4;14843;10514
exp1i;control-customactionselection;53;9;14831;10588
exp1i;control-customactionselection;53;1;11687;7593
exp1i;control-customactionselection;53;7;14677;10434
exp1i;control-customactionselection;53;0;11644;7554
exp1i;control-customactionselection;53;8;14831;10588
exp1i;control-customactionselection;53;2;12844;8626
exp1i;control-customactionselection;53;5;13562;9343
exp1i;control-customactionselection;53;4;13560;9341
exp1i;control-customactionselection;53;6;14330;10111
exp1i;control-customactionselection;53;3;13559;9341
exp1i;experimental;49;2;12178;8042
exp1i;experimental;49;7;14482;10072
exp1i;experimental;49;9;15112;10702
exp1i;experimental;49;1;11380;7366
exp1i;experimental;49;4;13032;8892
exp1i;experimental;49;3;12903;8767
exp1i;experimental;49;5;13912;9661
exp1i;experimental;49;6;14468;10060
exp1i;experimental;49;8;14934;10524
exp1i;experimental;49;0;9171;5186
exp1i;experimental;18;4;17795;13411
exp1i;experimental;18;0;12159;8080
exp1i;experimental;18;9;19068;14649
exp1i;experimental;18;1;16274;12063
exp1i;experimental;18;6;18292;13894
exp1i;experimental;18;3;17064;12686
exp1i;experimental;18;8;18645;14247
exp1i;experimental;18;7;18645;14247
exp1i;experimental;18;2;16987;12609
exp1i;experimental;18;5;18287;13889
exp1i;experimental;36;5;15403;11162
exp1i;experimental;36;7;16302;12026
exp1i;experimental;36;9;16470;12167
exp1i;experimental;36;6;16285;12009
exp1i;experimental;36;3;14424;10388
exp1i;experimental;36;0;13573;9672
exp1i;experimental;36;4;14504;10450
exp1i;experimental;36;1;13673;9772
exp1i;experimental;36;8;16441;12144
exp1i;experimental;36;2;14173;10149
exp1i;control-customactionselection;26;4;13150;9024
exp1i;control-customactionselection;26;8;14928;10676
exp1i;control-customactionselection;26;6;14386;10154
exp1i;control-customactionselection;26;5;14253;10021
exp1i;control-customactionselection;26;9;14928;10676
exp1i;control-customactionselection;26;2;12668;8556
exp1i;control-customactionselection;26;1;12531;8419
exp1i;control-customactionselection;26;3;13150;9024
exp1i;control-customactionselection;26;0;12345;8233
exp1i;control-customactionselection;26;7;14908;10656
exp1i;control-defaultactionselection;35;8;15927;11762
exp1i;control-defaultactionselection;35;4;15226;11073
exp1i;control-defaultactionselection;35;3;14785;10640
exp1i;control-defaultactionselection;35;0;10579;6587
exp1i;control-defaultactionselection;35;1;14484;10339
exp1i;control-defaultactionselection;35;2;14629;10484
exp1i;control-defaultactionselection;35;5;15428;11274
exp1i;control-defaultactionselection;35;9;15927;11762
exp1i;control-defaultactionselection;35;7;15818;11664
exp1i;control-defaultactionselection;35;6;15563;11409
exp1i;control-defaultactionselection;45;0;10866;6762
exp1i;control-defaultactionselection;45;1;13280;9126
exp1i;control-defaultactionselection;45;7;15112;10950
exp1i;control-defaultactionselection;45;6;15112;10950
exp1i;control-defaultactionselection;45;3;14854;10696
exp1i;control-defaultactionselection;45;9;15790;11598
exp1i;control-defaultactionselection;45;8;15218;11048
exp1i;control-defaultactionselection;45;5;14924;10762
exp1i;control-defaultactionselection;45;2;13280;9126
exp1i;control-defaultactionselection;45;4;14854;10696
exp1i;control-defaultactionselection;29;5;1920;1192
exp1i;control-defaultactionselection;29;8;10895;6955
exp1i;control-defaultactionselection;29;2;1943;1197
exp1i;control-defaultactionselection;29;0;11525;7217
exp1i;control-defaultactionselection;29;6;11351;7512
exp1i;control-defaultactionselection;29;1;12523;8214
exp1i;control-defaultactionselection;29;4;1937;1191
exp1i;control-defaultactionselection;29;9;1920;1192
exp1i;control-defaultactionselection;29;7;1955;1209
exp1i;control-defaultactionselection;29;3;10106;6177
exp1i;experimental;27;1;12442;8331
exp1i;experimental;27;8;15113;10694
exp1i;experimental;27;5;15070;10652
exp1i;experimental;27;2;13233;8987
exp1i;experimental;27;3;15052;10634
exp1i;experimental;27;7;15112;10694
exp1i;experimental;27;4;15070;10652
exp1i;experimental;27;9;15113;10694
exp1i;experimental;27;6;15099;10681
exp1i;experimental;27;0;11333;7231
exp1i;control-defaultactionselection;17;4;14305;10176
exp1i;control-defaultactionselection;17;8;15141;10989
exp1i;control-defaultactionselection;17;5;14308;10179
exp1i;control-defaultactionselection;17;6;14965;10813
exp1i;control-defaultactionselection;17;9;15141;10989
exp1i;control-defaultactionselection;17;3;12537;8422
exp1i;control-defaultactionselection;17;0;10251;6147
exp1i;control-defaultactionselection;17;2;12436;8321
exp1i;control-defaultactionselection;17;7;14965;10813
exp1i;control-defaultactionselection;17;1;11937;7828
exp1i;control-defaultactionselection;14;6;14628;10471
exp1i;control-defaultactionselection;14;9;14807;10649
exp1i;control-defaultactionselection;14;7;14805;10647
exp1i;control-defaultactionselection;14;2;13361;9247
exp1i;control-defaultactionselection;14;1;12986;8872
exp1i;control-defaultactionselection;14;0;12898;8810
exp1i;control-defaultactionselection;14;5;13849;9734
exp1i;control-defaultactionselection;14;8;14805;10647
exp1i;control-defaultactionselection;14;3;13361;9247
exp1i;control-defaultactionselection;14;4;13849;9734
exp1i;control-customactionselection;57;3;13629;9327
exp1i;control-customactionselection;57;1;13001;8785
exp1i;control-customactionselection;57;7;1834;1150
exp1i;control-customactionselection;57;0;12807;8605
exp1i;control-customactionselection;57;8;1930;1197
exp1i;control-customactionselection;57;4;13940;9638
exp1i;control-customactionselection;57;9;9588;6428
exp1i;control-customactionselection;57;6;15916;11375
exp1i;control-customactionselection;57;5;15827;11290
exp1i;control-customactionselection;57;2;13629;9327
exp1i;control-defaultactionselection;47;6;13851;9739
exp1i;control-defaultactionselection;47;7;1932;1199
exp1i;control-defaultactionselection;47;8;1920;1192
exp1i;control-defaultactionselection;47;0;13852;9598
exp1i;control-defaultactionselection;47;1;15272;10979
exp1i;control-defaultactionselection;47;3;11050;7110
exp1i;control-defaultactionselection;47;5;13612;9500
exp1i;control-defaultactionselection;47;2;1875;1150
exp1i;control-defaultactionselection;47;4;13612;9500
exp1i;control-defaultactionselection;47;9;2024;1243
exp1i;experimental;52;3;13989;9717
exp1i;experimental;52;7;15976;11549
exp1i;experimental;52;4;14064;9778
exp1i;experimental;52;2;13850;9578
exp1i;experimental;52;1;13745;9473
exp1i;experimental;52;8;15976;11549
exp1i;experimental;52;0;12715;8634
exp1i;experimental;52;5;14349;10063
exp1i;experimental;52;6;14805;10413
exp1i;experimental;52;9;15976;11549
exp1i;experimental;32;1;12659;8503
exp1i;experimental;32;5;15419;11011
exp1i;experimental;32;9;16068;11650
exp1i;experimental;32;7;15799;11382
exp1i;experimental;32;4;15344;10950
exp1i;experimental;32;8;15813;11396
exp1i;experimental;32;2;13887;9628
exp1i;experimental;32;3;14252;9858
exp1i;experimental;32;6;15799;11382
exp1i;experimental;32;0;11990;7836
exp1i;experimental;42;8;16145;11711
exp1i;experimental;42;0;12856;8729
exp1i;experimental;42;9;16145;11711
exp1i;experimental;42;1;13317;9052
exp1i;experimental;42;6;15568;11134
exp1i;experimental;42;7;16145;11711
exp1i;experimental;42;3;14740;10310
exp1i;experimental;42;4;15279;10849
exp1i;experimental;42;2;13584;9319
exp1i;experimental;42;5;15435;11001
exp1i;control-customactionselection;56;1;10543;6551
exp1i;control-customactionselection;56;8;15031;10633
exp1i;control-customactionselection;56;4;13345;9220
exp1i;control-customactionselection;56;2;11724;7720
exp1i;control-customactionselection;56;9;15031;10633
exp1i;control-customactionselection;56;7;14466;10231
exp1i;control-customactionselection;56;0;10533;6545
exp1i;control-customactionselection;56;3;12861;8744
exp1i;control-customactionselection;56;5;13976;9742
exp1i;control-customactionselection;56;6;14058;9823
exp1i;control-customactionselection;2;2;11767;7650
exp1i;control-customactionselection;2;4;12814;8688
exp1i;control-customactionselection;2;8;15147;10894
exp1i;control-customactionselection;2;9;15151;10894
exp1i;control-customactionselection;2;7;15066;10813
exp1i;control-customactionselection;2;6;14132;9901
exp1i;control-customactionselection;2;5;13489;9258
exp1i;control-customactionselection;2;1;10966;6970
exp1i;control-customactionselection;2;3;12306;8189
exp1i;control-customactionselection;2;0;10867;6897
exp1i;experimental;44;7;14746;10357
exp1i;experimental;44;0;13202;8837
exp1i;experimental;44;4;14642;10253
exp1i;experimental;44;5;14642;10253
exp1i;experimental;44;3;13927;9538
exp1i;experimental;44;9;14818;10411
exp1i;experimental;44;8;14797;10408
exp1i;experimental;44;6;14661;10272
exp1i;experimental;44;2;13841;9466
exp1i;experimental;44;1;13841;9466
exp1i;control-defaultactionselection;16;5;15159;11028
exp1i;control-defaultactionselection;16;8;15171;11040
exp1i;control-defaultactionselection;16;1;14026;9902
exp1i;control-defaultactionselection;16;0;13331;9207
exp1i;control-defaultactionselection;16;7;15164;11033
exp1i;control-defaultactionselection;16;3;14614;10489
exp1i;control-defaultactionselection;16;9;15171;11040
exp1i;control-defaultactionselection;16;2;14467;10342
exp1i;control-defaultactionselection;16;4;15144;11013
exp1i;control-defaultactionselection;16;6;15164;11033
exp1i;experimental;16;7;15710;11146
exp1i;experimental;16;3;15393;10839
exp1i;experimental;16;0;13100;8850
exp1i;experimental;16;1;14313;9938
exp1i;experimental;16;9;15768;11204
exp1i;experimental;16;4;15544;10989
exp1i;experimental;16;6;15710;11146
exp1i;experimental;16;8;15710;11146
exp1i;experimental;16;5;15584;11029
exp1i;experimental;16;2;15286;10732
exp1i;control-defaultactionselection;52;2;13322;9037
exp1i;control-defaultactionselection;52;6;14364;10071
exp1i;control-defaultactionselection;52;7;14948;10655
exp1i;control-defaultactionselection;52;8;14948;10655
exp1i;control-defaultactionselection;52;5;14308;10015
exp1i;control-defaultactionselection;52;0;12865;8617
exp1i;control-defaultactionselection;52;1;13192;8938
exp1i;control-defaultactionselection;52;4;14308;10015
exp1i;control-defaultactionselection;52;9;15150;10857
exp1i;control-defaultactionselection;52;3;13586;9301
exp1i;control-defaultactionselection;13;9;14502;10320
exp1i;control-defaultactionselection;13;2;13537;9432
exp1i;control-defaultactionselection;13;0;12258;8179
exp1i;control-defaultactionselection;13;3;13540;9432
exp1i;control-defaultactionselection;13;6;13406;9280
exp1i;control-defaultactionselection;13;7;13406;9280
exp1i;control-defaultactionselection;13;8;13772;9626
exp1i;control-defaultactionselection;13;5;13103;9003
exp1i;control-defaultactionselection;13;1;12805;8700
exp1i;control-customactionselection;8;2;1828;1150
exp1i;control-customactionselection;8;6;8347;4728
exp1i;control-customactionselection;8;3;10945;7167
exp1i;control-customactionselection;8;1;1924;1196
exp1i;control-customactionselection;8;7;11051;7113
exp1i;control-customactionselection;8;4;1888;1157
exp1i;control-customactionselection;8;0;13219;8237
exp1i;control-customactionselection;8;5;1871;1146
exp1i;control-customactionselection;8;8;1959;1197
exp1i;experimental;58;5;15817;11379
exp1i;experimental;58;0;10804;6778
exp1i;experimental;58;9;16160;11687
exp1i;experimental;58;6;15817;11379
exp1i;experimental;58;3;15011;10864
exp1i;experimental;58;7;16020;11569
exp1i;experimental;58;4;15815;11377
exp1i;experimental;58;1;13296;9161
exp1i;experimental;58;2;14117;9976
exp1i;experimental;58;8;16020;11569
exp1i;experimental;92;5;15133;10886
exp1i;experimental;92;0;11166;7199
exp1i;experimental;92;8;15729;11460
exp1i;experimental;92;2;14179;9958
exp1i;experimental;92;4;14995;10748
exp1i;experimental;92;3;14971;10724
exp1i;experimental;92;1;12512;8520
exp1i;experimental;92;7;15729;11460
exp1i;experimental;92;6;15729;11460
exp1i;experimental;92;9;15729;11460
exp1i;control-customactionselection;33;6;14701;10454
exp1i;control-customactionselection;33;5;14568;10321
exp1i;control-customactionselection;33;9;15262;11009
exp1i;control-customactionselection;33;4;14189;9951
exp1i;control-customactionselection;33;2;13660;9533
exp1i;control-customactionselection;33;7;15189;10942
exp1i;control-customactionselection;33;0;12120;8041
exp1i;control-customactionselection;33;3;14189;9951
exp1i;control-customactionselection;33;8;15202;10955
exp1i;control-customactionselection;33;1;12531;8426
exp1i;control-defaultactionselection;3;5;15297;11155
exp1i;control-defaultactionselection;3;6;15297;11155
exp1i;control-defaultactionselection;3;7;15297;11155
exp1i;control-defaultactionselection;3;4;15045;10903
exp1i;control-defaultactionselection;3;8;15400;11245
exp1i;control-defaultactionselection;3;0;10882;6769
exp1i;control-defaultactionselection;3;1;13908;9794
exp1i;control-defaultactionselection;3;2;14625;10499
exp1i;control-defaultactionselection;3;9;15400;11245
exp1i;control-defaultactionselection;3;3;15045;10903
exp1i;control-customactionselection;1;0;11446;7468
exp1i;control-customactionselection;1;8;14930;10541
exp1i;control-customactionselection;1;6;14616;10227
exp1i;control-customactionselection;1;1;12871;8605
exp1i;control-customactionselection;1;2;13422;9150
exp1i;control-customactionselection;1;7;14930;10541
exp1i;control-customactionselection;1;9;14930;10541
exp1i;control-customactionselection;1;5;14541;10166
exp1i;control-customactionselection;1;4;14541;10166
exp1i;control-customactionselection;1;3;13872;9600
exp1i;control-customactionselection;41;1;11470;7470
exp1i;control-customactionselection;41;7;14234;10005
exp1i;control-customactionselection;41;6;14094;9865
exp1i;control-customactionselection;41;8;14234;10005
exp1i;control-customactionselection;41;4;12589;8580
exp1i;control-customactionselection;41;5;13797;9568
exp1i;control-customactionselection;41;9;14239;10010
exp1i;control-customactionselection;41;2;11884;7884
exp1i;control-customactionselection;41;0;10334;6374
exp1i;control-customactionselection;41;3;11989;7989
exp1i;control-customactionselection;21;6;14574;10339
exp1i;control-customactionselection;21;8;14580;10345
exp1i;control-customactionselection;21;5;14340;10105
exp1i;control-customactionselection;21;9;14580;10345
exp1i;control-customactionselection;21;7;14580;10345
exp1i;control-customactionselection;21;4;13939;9704
exp1i;control-customactionselection;21;3;13840;9609
exp1i;control-customactionselection;21;2;13644;9436
exp1i;control-customactionselection;21;0;11171;7199
exp1i;control-customactionselection;21;1;12624;8546
exp1i;experimental;57;7;14685;10714
exp1i;experimental;57;3;13919;9971
exp1i;experimental;57;1;11209;7295
exp1i;experimental;57;9;15765;11624
exp1i;experimental;57;4;14283;10314
exp1i;experimental;57;2;12209;8295
exp1i;experimental;57;8;15330;11189
exp1i;experimental;57;0;11206;7292
exp1i;experimental;57;5;14547;10576
exp1i;experimental;57;6;14547;10576
exp1i;control-defaultactionselection;27;1;6414;2925
exp1i;control-defaultactionselection;27;6;1941;1200
exp1i;control-defaultactionselection;27;0;1888;1150
exp1i;control-defaultactionselection;27;2;11913;7958
exp1i;control-defaultactionselection;27;7;1877;1146
exp1i;control-defaultactionselection;27;8;1923;1190
exp1i;control-defaultactionselection;27;4;1923;1190
exp1i;control-defaultactionselection;27;5;1920;1192
exp1i;control-defaultactionselection;27;9;9732;5802
exp1i;control-defaultactionselection;27;3;1932;1199
exp1i;experimental;17;2;14415;10020
exp1i;experimental;17;7;14891;10466
exp1i;experimental;17;6;14748;10333
exp1i;experimental;17;0;11431;7323
exp1i;experimental;17;4;14699;10284
exp1i;experimental;17;5;14748;10333
exp1i;experimental;17;1;13460;9239
exp1i;experimental;17;9;15073;10648
exp1i;experimental;17;3;14483;10082
exp1i;experimental;17;8;14891;10466
exp1i;experimental;51;1;15660;11426
exp1i;experimental;51;0;13807;9696
exp1i;experimental;51;7;18075;13624
exp1i;experimental;51;2;16058;11661
exp1i;experimental;51;3;17274;12869
exp1i;experimental;51;5;17471;13066
exp1i;experimental;51;9;18180;13725
exp1i;experimental;51;6;17530;13114
exp1i;experimental;51;4;17471;13066
exp1i;experimental;51;8;18085;13630
exp1i;experimental;34;8;17833;13417
exp1i;experimental;34;6;14777;10373
exp1i;experimental;34;1;12877;8710
exp1i;experimental;34;2;13836;9565
exp1i;experimental;34;4;14749;10349
exp1i;experimental;34;7;14777;10373
exp1i;experimental;34;5;14777;10373
exp1i;experimental;34;9;17833;13417
exp1i;experimental;34;3;14579;10194
exp1i;experimental;34;0;12019;7880
exp1i;experimental;62;7;14836;10451
exp1i;experimental;62;6;14706;10321
exp1i;experimental;62;8;14836;10451
exp1i;experimental;62;1;12664;8394
exp1i;experimental;62;3;14128;9743
exp1i;experimental;62;5;14155;9770
exp1i;experimental;62;4;14128;9743
exp1i;experimental;62;9;14888;10503
exp1i;experimental;62;0;8618;4824
exp1i;experimental;62;2;13677;9298
exp1i;control-defaultactionselection;36;1;11785;7669
exp1i;control-defaultactionselection;36;5;16162;11966
exp1i;control-defaultactionselection;36;4;14894;10765
exp1i;control-defaultactionselection;36;6;16163;11967
exp1i;control-defaultactionselection;36;8;16519;12311
exp1i;control-defaultactionselection;36;3;13686;9560
exp1i;control-defaultactionselection;36;2;13074;8948
exp1i;control-defaultactionselection;36;9;16519;12311
exp1i;control-defaultactionselection;36;7;16253;12053
exp1i;control-defaultactionselection;36;0;10458;6563
exp1i;control-defaultactionselection;38;1;1932;1191
exp1i;control-defaultactionselection;38;2;11026;7094
exp1i;control-defaultactionselection;38;3;1877;1146
exp1i;control-defaultactionselection;38;0;1960;1206
exp1i;control-defaultactionselection;38;4;1946;1200
exp1i;control-defaultactionselection;38;5;2730;1368
exp1i;experimental;55;7;15305;10888
exp1i;experimental;55;2;13848;9567
exp1i;experimental;55;0;11871;7800
exp1i;experimental;55;6;15305;10888
exp1i;experimental;55;9;15312;10895
exp1i;experimental;55;1;13664;9383
exp1i;experimental;55;8;15310;10893
exp1i;experimental;55;3;14072;9791
exp1i;experimental;55;5;14996;10594
exp1i;experimental;55;4;14151;9852
exp1i;control-defaultactionselection;39;0;1897;1159
exp1i;control-customactionselection;45;2;11729;7658
exp1i;control-customactionselection;45;9;14459;10233
exp1i;control-customactionselection;45;4;12947;8832
exp1i;control-customactionselection;45;8;14263;10037
exp1i;control-customactionselection;45;6;13120;9005
exp1i;control-customactionselection;45;3;12427;8338
exp1i;control-customactionselection;45;5;12947;8832
exp1i;control-customactionselection;45;7;14258;10032
exp1i;control-customactionselection;45;0;12215;8118
exp1i;experimental;54;0;11730;7718
exp1i;experimental;54;9;15328;11036
exp1i;experimental;54;3;14398;10128
exp1i;experimental;54;2;14112;9852
exp1i;experimental;54;1;13896;9652
exp1i;experimental;54;8;15328;11036
exp1i;experimental;54;4;14400;10130
exp1i;experimental;54;5;14769;10499
exp1i;experimental;54;6;15244;10952
exp1i;experimental;54;7;15244;10952
exp1i;control-customactionselection;3;6;14494;10268
exp1i;control-customactionselection;3;5;14494;10268
exp1i;control-customactionselection;3;4;14380;10162
exp1i;control-customactionselection;3;9;14544;10317
exp1i;control-customactionselection;3;2;13402;9319
exp1i;control-customactionselection;3;3;14008;9917
exp1i;control-customactionselection;3;1;13006;8923
exp1i;control-customactionselection;3;7;14543;10317
exp1i;control-customactionselection;3;8;14544;10317
exp1i;control-customactionselection;3;0;12667;8588
exp1i;control-customactionselection;44;1;12570;8360
exp1i;control-customactionselection;44;6;13625;9397
exp1i;control-customactionselection;44;0;11229;7247
exp1i;control-customactionselection;44;9;14435;10200
exp1i;control-customactionselection;44;8;14435;10200
exp1i;control-customactionselection;44;3;13218;8994
exp1i;control-customactionselection;44;5;13625;9397
exp1i;control-customactionselection;44;7;14291;10062
exp1i;control-customactionselection;44;2;12670;8446
exp1i;control-customactionselection;44;4;13625;9397
exp1i;control-customactionselection;25;2;12704;8603
exp1i;control-customactionselection;25;6;15186;10903
exp1i;control-customactionselection;25;1;11674;7696
exp1i;control-customactionselection;25;7;15478;11195
exp1i;control-customactionselection;25;3;14431;10156
exp1i;control-customactionselection;25;4;14610;10327
exp1i;control-customactionselection;25;0;11021;7047
exp1i;control-customactionselection;25;8;15478;11195
exp1i;control-customactionselection;25;9;15618;11334
exp1i;control-customactionselection;25;5;14927;10644
exp1i;control-customactionselection;38;2;1888;1150
exp1i;control-customactionselection;38;6;12653;9458
exp1i;control-customactionselection;38;1;12634;8740
exp1i;control-customactionselection;38;5;11806;8748
exp1i;control-customactionselection;38;0;10841;6959
exp1i;control-customactionselection;38;4;10913;8013
exp1i;control-customactionselection;38;9;10741;7686
exp1i;control-customactionselection;38;3;10349;7467
exp1i;control-customactionselection;38;7;1871;1146
exp1i;control-customactionselection;38;8;8008;5071
exp1i;experimental;33;9;16289;11844
exp1i;experimental;33;5;16016;11592
exp1i;experimental;33;7;16092;11654
exp1i;experimental;33;1;14072;9701
exp1i;experimental;33;4;15329;10934
exp1i;experimental;33;6;16091;11653
exp1i;experimental;33;8;16116;11671
exp1i;experimental;33;2;14893;10522
exp1i;experimental;33;3;14910;10539
exp1i;experimental;33;0;11286;7147
exp1i;experimental;45;5;16182;11560
exp1i;experimental;45;2;15262;10763
exp1i;experimental;45;0;13096;8774
exp1i;experimental;45;8;16657;12021
exp1i;experimental;45;4;16163;11557
exp1i;experimental;45;1;14905;10410
exp1i;experimental;45;6;16633;11997
exp1i;experimental;45;7;16633;11997
exp1i;experimental;45;9;16657;12021
exp1i;experimental;45;3;15798;11298
exp1i;control-defaultactionselection;4;1;13657;9543
exp1i;control-defaultactionselection;4;0;13463;9375
exp1i;control-defaultactionselection;4;4;14356;10221
exp1i;control-defaultactionselection;4;2;14060;9946
exp1i;control-defaultactionselection;4;8;15427;11246
exp1i;control-defaultactionselection;4;6;14714;10565
