Experiment;Condition;Run;Sequence;Time
exp1i;control-defaultactionselection;34;4;2940332
exp1i;control-defaultactionselection;34;5;2564711
exp1i;control-defaultactionselection;34;6;1947655
exp1i;control-defaultactionselection;34;7;2755621
exp1i;control-defaultactionselection;34;8;2833062
exp1i;control-defaultactionselection;34;9;2220643
exp1i;control-defaultactionselection;34;10;2599169
exp1i;plain;29;1;356171
exp1i;plain;29;2;354850
exp1i;plain;29;3;381828
exp1i;plain;29;4;383082
exp1i;plain;29;5;426506
exp1i;plain;29;6;419835
exp1i;plain;29;7;393609
exp1i;plain;29;8;354410
exp1i;plain;29;9;392726
exp1i;plain;29;10;357624
exp1i;control-defaultactionselection;24;1;2641377
exp1i;control-defaultactionselection;24;2;2259932
exp1i;control-defaultactionselection;24;3;2608799
exp1i;control-defaultactionselection;24;4;1698617
exp1i;control-defaultactionselection;24;5;1589177
exp1i;control-defaultactionselection;24;6;1571310
exp1i;control-defaultactionselection;24;7;2275559
exp1i;control-defaultactionselection;24;8;2862216
exp1i;control-defaultactionselection;24;9;2306587
exp1i;control-defaultactionselection;24;10;1715326
exp1i;experimental;21;1;3494930
exp1i;experimental;21;2;2917604
exp1i;experimental;21;3;2089234
exp1i;experimental;21;4;2491308
exp1i;experimental;21;5;2313767
exp1i;experimental;21;6;1981159
exp1i;experimental;21;7;1584597
exp1i;experimental;21;8;2670792
exp1i;experimental;21;9;4291675
exp1i;experimental;21;10;2658658
exp1i;plain;12;1;388750
exp1i;plain;12;2;375086
exp1i;plain;12;3;427226
exp1i;plain;12;4;421971
exp1i;plain;12;5;383256
exp1i;plain;12;6;368493
exp1i;plain;12;7;424972
exp1i;plain;12;8;432120
exp1i;plain;12;9;362776
exp1i;plain;12;10;400388
exp1i;control-customactionselection;4;1;2120632
exp1i;control-customactionselection;4;2;2619838
exp1i;control-customactionselection;4;3;2359269
exp1i;control-customactionselection;4;4;1638073
exp1i;control-customactionselection;4;5;2601093
exp1i;control-customactionselection;4;6;2294909
exp1i;control-customactionselection;4;7;1516661
exp1i;control-customactionselection;4;8;3242618
exp1i;control-customactionselection;4;9;2251121
exp1i;control-customactionselection;4;10;2334088
exp1i;experimental;82;1;2854132
exp1i;experimental;82;2;2692149
exp1i;experimental;82;3;1856215
exp1i;experimental;82;4;2160279
exp1i;experimental;82;5;2621254
exp1i;experimental;82;6;2572887
exp1i;experimental;82;7;2367119
exp1i;experimental;82;8;3212157
exp1i;experimental;82;9;2505028
exp1i;experimental;82;10;3496030
exp1i;control-defaultactionselection;6;1;2722847
exp1i;control-defaultactionselection;6;2;2525715
exp1i;control-defaultactionselection;6;3;1008735
exp1i;control-defaultactionselection;6;4;1799843
exp1i;control-defaultactionselection;6;5;2619409
exp1i;control-defaultactionselection;6;6;2677766
exp1i;control-defaultactionselection;6;7;1783667
exp1i;control-defaultactionselection;6;8;2352858
exp1i;control-defaultactionselection;6;9;2210185
exp1i;control-defaultactionselection;6;10;2130247
exp1i;plain;40;1;346852
exp1i;plain;40;2;367663
exp1i;plain;40;3;421001
exp1i;plain;40;4;387022
exp1i;plain;40;5;396387
exp1i;plain;40;6;359261
exp1i;plain;40;7;427348
exp1i;plain;40;8;344542
exp1i;plain;40;9;371765
exp1i;plain;40;10;410678
exp1i;experimental;26;1;2396261
exp1i;experimental;26;2;2267813
exp1i;experimental;26;3;2858238
exp1i;experimental;26;4;2780866
exp1i;experimental;26;5;8122880
exp1i;experimental;26;6;2727103
exp1i;experimental;26;7;2276095
exp1i;experimental;26;8;3279906
exp1i;experimental;26;9;2498998
exp1i;experimental;26;10;2235810
exp1i;control-defaultactionselection;50;1;2507176
exp1i;control-defaultactionselection;50;2;1595401
exp1i;control-defaultactionselection;50;3;1383262
exp1i;control-defaultactionselection;50;4;1858556
exp1i;control-defaultactionselection;50;5;2200796
exp1i;control-defaultactionselection;50;6;1542048
exp1i;control-defaultactionselection;50;7;1679382
exp1i;control-defaultactionselection;50;8;2741781
exp1i;control-defaultactionselection;50;9;1787753
exp1i;control-defaultactionselection;50;10;3083602
exp1i;control-customactionselection;18;1;2491535
exp1i;control-customactionselection;18;2;2403838
exp1i;control-customactionselection;18;3;1602506
exp1i;control-customactionselection;18;4;2227379
exp1i;control-customactionselection;18;5;2444740
exp1i;control-customactionselection;18;6;2176057
exp1i;control-customactionselection;18;7;2418765
exp1i;control-customactionselection;18;8;2798193
exp1i;control-customactionselection;18;9;2078812
exp1i;control-customactionselection;18;10;2029672
exp1i;control-defaultactionselection;23;1;1466357
exp1i;control-defaultactionselection;23;2;1483125
exp1i;control-defaultactionselection;23;3;2671761
exp1i;control-defaultactionselection;23;4;2478841
exp1i;control-defaultactionselection;23;5;2555897
exp1i;control-defaultactionselection;23;6;2136318
exp1i;control-defaultactionselection;23;7;1850038
exp1i;control-defaultactionselection;23;8;2592292
exp1i;control-defaultactionselection;23;9;2405545
exp1i;control-defaultactionselection;23;10;2044855
exp1i;control-defaultactionselection;31;1;2021066
exp1i;control-defaultactionselection;31;2;2346456
exp1i;control-defaultactionselection;31;3;2391310
exp1i;control-defaultactionselection;31;4;2424228
exp1i;control-defaultactionselection;31;5;2515427
exp1i;control-defaultactionselection;31;6;2198986
exp1i;control-defaultactionselection;31;7;1350610
exp1i;control-defaultactionselection;31;8;2382003
exp1i;control-defaultactionselection;31;9;1595844
exp1i;control-defaultactionselection;31;10;1997594
exp1i;plain;31;1;400339
exp1i;plain;31;2;349119
exp1i;plain;31;3;370303
exp1i;plain;31;4;393733
exp1i;plain;31;5;403612
exp1i;plain;31;6;432200
exp1i;plain;31;7;344327
exp1i;plain;31;8;427078
exp1i;plain;31;9;421702
exp1i;plain;31;10;369955
exp1i;experimental;13;1;2552964
exp1i;experimental;13;2;2742378
exp1i;experimental;13;3;3206006
exp1i;experimental;13;4;2886540
exp1i;experimental;13;5;2325004
exp1i;experimental;13;6;2368425
exp1i;experimental;13;7;2489996
exp1i;experimental;13;8;2600760
exp1i;experimental;13;9;2746863
exp1i;experimental;13;10;2653352
exp1i;control-defaultactionselection;2;1;1489961
exp1i;control-defaultactionselection;2;2;1463347
exp1i;control-defaultactionselection;2;3;2780595
exp1i;control-defaultactionselection;2;4;2503270
exp1i;control-defaultactionselection;2;5;2512624
exp1i;control-defaultactionselection;2;6;1575895
exp1i;control-defaultactionselection;2;7;2479820
exp1i;control-defaultactionselection;2;8;2326163
exp1i;control-defaultactionselection;2;9;1686980
exp1i;control-defaultactionselection;2;10;2428553
exp1i;experimental;61;1;3964712
exp1i;experimental;61;2;4138712
exp1i;experimental;61;3;3136301
exp1i;experimental;61;4;1793724
exp1i;experimental;61;5;1960877
exp1i;experimental;61;6;1863160
exp1i;experimental;61;7;2471702
exp1i;experimental;61;8;2353521
exp1i;experimental;61;9;2402754
exp1i;experimental;61;10;2625442
exp1i;plain;47;1;385135
exp1i;plain;47;2;413811
exp1i;plain;47;3;417895
exp1i;plain;47;4;413892
exp1i;plain;47;5;352778
exp1i;plain;47;6;386742
exp1i;plain;47;7;430585
exp1i;plain;47;8;387635
exp1i;plain;47;9;402802
exp1i;plain;47;10;430068
exp1i;control-customactionselection;9;1;2335553
exp1i;control-customactionselection;9;2;2397371
exp1i;control-customactionselection;9;3;2519929
exp1i;control-customactionselection;9;4;2361443
exp1i;control-customactionselection;9;5;2311586
exp1i;control-customactionselection;9;6;1725666
exp1i;control-customactionselection;9;7;2468354
exp1i;control-customactionselection;9;8;2637374
exp1i;control-customactionselection;9;9;2378940
exp1i;control-customactionselection;9;10;2674804
exp1i;control-customactionselection;31;1;2378848
exp1i;control-customactionselection;31;2;2303770
exp1i;control-customactionselection;31;3;2394246
exp1i;control-customactionselection;31;4;2479037
exp1i;control-customactionselection;31;5;2052910
exp1i;control-customactionselection;31;6;1799733
exp1i;control-customactionselection;31;7;2271430
exp1i;control-customactionselection;31;8;2270112
exp1i;control-customactionselection;31;9;2289437
exp1i;control-customactionselection;31;10;1838734
exp1i;control-defaultactionselection;28;1;2475646
exp1i;control-defaultactionselection;28;2;2188781
exp1i;control-defaultactionselection;28;3;2691053
exp1i;control-defaultactionselection;28;4;2828672
exp1i;control-defaultactionselection;28;5;2082548
exp1i;control-defaultactionselection;28;6;1888783
exp1i;control-defaultactionselection;28;7;2171832
exp1i;control-defaultactionselection;28;8;1764462
exp1i;control-defaultactionselection;28;9;1906681
exp1i;control-defaultactionselection;28;10;2436019
exp1i;control-customactionselection;19;1;1714638
exp1i;control-customactionselection;19;2;2487833
exp1i;control-customactionselection;19;3;2221523
exp1i;control-customactionselection;19;4;1971463
exp1i;control-customactionselection;19;5;1661721
exp1i;control-customactionselection;19;6;2222337
exp1i;control-customactionselection;19;7;2452085
exp1i;control-customactionselection;19;8;2142266
exp1i;control-customactionselection;19;9;2236882
exp1i;control-customactionselection;19;10;2184788
exp1i;experimental;24;1;2843973
exp1i;experimental;24;2;2669039
exp1i;experimental;24;3;7523232
exp1i;experimental;24;4;3246001
exp1i;experimental;24;5;2728848
exp1i;experimental;24;6;2335591
exp1i;experimental;24;7;3123052
exp1i;experimental;24;8;2891715
exp1i;experimental;24;9;1547200
exp1i;experimental;24;10;2824148
exp1i;control-defaultactionselection;26;1;2060112
exp1i;control-defaultactionselection;26;2;2400705
exp1i;control-defaultactionselection;26;3;2243446
exp1i;control-defaultactionselection;26;4;1593918
exp1i;control-defaultactionselection;26;5;2281765
exp1i;control-defaultactionselection;26;6;2315315
exp1i;control-defaultactionselection;26;7;2446205
exp1i;control-defaultactionselection;26;8;2263786
exp1i;control-defaultactionselection;26;9;2307716
exp1i;control-defaultactionselection;26;10;2765324
exp1i;plain;49;1;401321
exp1i;plain;49;2;392518
exp1i;plain;49;3;356786
exp1i;plain;49;4;405473
exp1i;plain;49;5;425879
exp1i;plain;49;6;354111
exp1i;plain;49;7;438477
exp1i;plain;49;8;430349
exp1i;plain;49;9;431614
exp1i;plain;49;10;450337
exp1i;control-customactionselection;46;1;2335067
exp1i;control-customactionselection;46;2;2466387
exp1i;control-customactionselection;46;3;1351808
exp1i;control-customactionselection;46;4;2163409
exp1i;control-customactionselection;46;5;2234812
exp1i;control-customactionselection;46;6;2115629
exp1i;control-customactionselection;46;7;2071078
exp1i;control-customactionselection;46;8;2426131
exp1i;control-customactionselection;46;9;2310572
exp1i;control-customactionselection;46;10;2434401
exp1i;control-customactionselection;15;1;2234052
exp1i;control-customactionselection;15;2;2253784
exp1i;control-customactionselection;15;3;2308514
exp1i;control-customactionselection;15;4;2030972
exp1i;control-customactionselection;15;5;2256773
exp1i;control-customactionselection;15;6;2043028
exp1i;control-customactionselection;15;7;2460871
exp1i;control-customactionselection;15;8;2321980
exp1i;control-customactionselection;15;9;2397850
exp1i;control-customactionselection;15;10;2434561
exp1i;control-defaultactionselection;51;1;2952187
exp1i;control-defaultactionselection;51;2;2317074
exp1i;control-defaultactionselection;51;3;1931196
exp1i;control-defaultactionselection;51;4;2479342
exp1i;control-defaultactionselection;51;5;2685897
exp1i;control-defaultactionselection;51;6;1806172
exp1i;control-defaultactionselection;51;7;2382064
exp1i;control-defaultactionselection;51;8;2669143
exp1i;control-defaultactionselection;51;9;2427841
exp1i;control-defaultactionselection;51;10;2269937
exp1i;experimental;2;1;2678020
exp1i;experimental;2;2;2690188
exp1i;experimental;2;3;2650562
exp1i;experimental;2;4;1558718
exp1i;experimental;2;5;2321390
exp1i;experimental;2;6;2768385
exp1i;experimental;2;7;2873536
exp1i;experimental;2;8;11855768
exp1i;experimental;2;9;4863876
exp1i;experimental;2;10;5447056
exp1i;experimental;23;1;2717820
exp1i;experimental;23;2;3080945
exp1i;experimental;23;3;2217292
exp1i;experimental;23;4;1892116
exp1i;experimental;23;5;2569473
exp1i;experimental;23;6;2814196
exp1i;experimental;23;7;3042546
exp1i;experimental;23;8;2624684
exp1i;experimental;23;9;2476625
exp1i;experimental;23;10;2514920
exp1i;control-defaultactionselection;43;1;2315073
exp1i;control-defaultactionselection;43;2;1983529
exp1i;control-defaultactionselection;43;3;1658376
exp1i;control-defaultactionselection;43;4;1535855
exp1i;control-defaultactionselection;43;5;2082771
exp1i;control-defaultactionselection;43;6;1878167
exp1i;control-defaultactionselection;43;7;2555246
exp1i;control-defaultactionselection;43;8;1492457
exp1i;control-defaultactionselection;43;9;2548774
exp1i;control-defaultactionselection;43;10;1974624
exp1i;control-customactionselection;53;1;2204146
exp1i;control-customactionselection;53;2;2426503
exp1i;control-customactionselection;53;3;2231552
exp1i;control-customactionselection;53;4;2218573
exp1i;control-customactionselection;53;5;2042748
exp1i;control-customactionselection;53;6;2182586
exp1i;control-customactionselection;53;7;2770671
exp1i;control-customactionselection;53;8;2360889
exp1i;control-customactionselection;53;9;2038750
exp1i;control-customactionselection;53;10;2248099
exp1i;experimental;49;1;1713411
exp1i;experimental;49;2;2063845
exp1i;experimental;49;3;2265484
exp1i;experimental;49;4;1889152
exp1i;experimental;49;5;2914425
exp1i;experimental;49;6;2626562
exp1i;experimental;49;7;2366245
exp1i;experimental;49;8;2907545
exp1i;experimental;49;9;2646338
exp1i;experimental;49;10;2732983
exp1i;experimental;18;1;2589956
exp1i;experimental;18;2;2820423
exp1i;experimental;18;3;2318339
exp1i;experimental;18;4;2383708
exp1i;experimental;18;5;2829649
exp1i;experimental;18;6;2297707
exp1i;experimental;18;7;2551876
exp1i;experimental;18;8;2557011
exp1i;experimental;18;9;2945898
exp1i;experimental;18;10;2678088
exp1i;experimental;36;1;2888129
exp1i;experimental;36;2;5643036
exp1i;experimental;36;3;4151887
exp1i;experimental;36;4;2708761
exp1i;experimental;36;5;1671411
exp1i;experimental;36;6;3258214
exp1i;experimental;36;7;3163171
exp1i;experimental;36;8;4091134
exp1i;experimental;36;9;3630105
exp1i;experimental;36;10;3629620
exp1i;plain;42;1;430456
exp1i;plain;42;2;433201
exp1i;plain;42;3;416444
exp1i;plain;42;4;364750
exp1i;plain;42;5;415976
exp1i;plain;42;6;393561
exp1i;plain;42;7;403831
exp1i;plain;42;8;374163
exp1i;plain;42;9;401673
exp1i;plain;42;10;421894
exp1i;control-customactionselection;26;1;2153232
exp1i;control-customactionselection;26;2;2013863
exp1i;control-customactionselection;26;3;2178345
exp1i;control-customactionselection;26;4;2079859
exp1i;control-customactionselection;26;5;1695176
exp1i;control-customactionselection;26;6;2245353
exp1i;control-customactionselection;26;7;3087871
exp1i;control-customactionselection;26;8;2356746
exp1i;control-customactionselection;26;9;1876065
exp1i;control-customactionselection;26;10;1932867
exp1i;control-defaultactionselection;35;1;1678680
exp1i;control-defaultactionselection;35;2;2732973
exp1i;control-defaultactionselection;35;3;1904938
exp1i;control-defaultactionselection;35;4;2803529
exp1i;control-defaultactionselection;35;5;2304369
exp1i;control-defaultactionselection;35;6;2585855
exp1i;control-defaultactionselection;35;7;2240476
exp1i;control-defaultactionselection;35;8;3161532
exp1i;control-defaultactionselection;35;9;2442253
exp1i;control-defaultactionselection;35;10;1424571
exp1i;control-defaultactionselection;45;1;1672377
exp1i;control-defaultactionselection;45;2;2316889
exp1i;control-defaultactionselection;45;3;1388687
exp1i;control-defaultactionselection;45;4;2578187
exp1i;control-defaultactionselection;45;5;1426773
exp1i;control-defaultactionselection;45;6;2207692
exp1i;control-defaultactionselection;45;7;2201858
exp1i;control-defaultactionselection;45;8;2552392
exp1i;control-defaultactionselection;45;9;3020709
exp1i;control-defaultactionselection;45;10;2144224
exp1i;plain;37;1;357660
exp1i;plain;37;2;354854
exp1i;plain;37;3;409386
exp1i;plain;37;4;342072
exp1i;plain;37;5;377919
exp1i;plain;37;6;393433
exp1i;plain;37;7;375696
exp1i;plain;37;8;349611
exp1i;plain;37;9;394676
exp1i;plain;37;10;356523
exp1i;plain;19;1;407553
exp1i;plain;19;2;385460
exp1i;plain;19;3;433989
exp1i;plain;19;4;367635
exp1i;plain;19;5;361709
exp1i;plain;19;6;433387
exp1i;plain;19;7;402363
exp1i;plain;19;8;444223
exp1i;plain;19;9;411602
exp1i;plain;19;10;402823
exp1i;control-defaultactionselection;29;1;1684310
exp1i;control-defaultactionselection;29;2;1484660
exp1i;control-defaultactionselection;29;3;2361147
exp1i;control-defaultactionselection;29;4;1555100
exp1i;control-defaultactionselection;29;5;2357543
exp1i;control-defaultactionselection;29;6;2565498
exp1i;control-defaultactionselection;29;7;1878855
exp1i;control-defaultactionselection;29;8;2417240
exp1i;control-defaultactionselection;29;9;1618686
exp1i;control-defaultactionselection;29;10;2342000
exp1i;experimental;27;1;1924168
exp1i;experimental;27;2;2298260
exp1i;experimental;27;3;2464269
exp1i;experimental;27;4;2689505
exp1i;experimental;27;5;3030132
exp1i;experimental;27;6;1836407
exp1i;experimental;27;7;2453276
exp1i;experimental;27;8;2207502
exp1i;experimental;27;9;2755581
exp1i;experimental;27;10;2402324
exp1i;control-defaultactionselection;17;1;1548986
exp1i;control-defaultactionselection;17;2;2520546
exp1i;control-defaultactionselection;17;3;1631768
exp1i;control-defaultactionselection;17;4;1488002
exp1i;control-defaultactionselection;17;5;2700043
exp1i;control-defaultactionselection;17;6;2100939
exp1i;control-defaultactionselection;17;7;2513445
exp1i;control-defaultactionselection;17;8;1811332
exp1i;control-defaultactionselection;17;9;1595065
exp1i;control-defaultactionselection;17;10;1433997
exp1i;control-defaultactionselection;14;1;2603675
exp1i;control-defaultactionselection;14;2;1503706
exp1i;control-defaultactionselection;14;3;1613889
exp1i;control-defaultactionselection;14;4;1461562
exp1i;control-defaultactionselection;14;5;1643182
exp1i;control-defaultactionselection;14;6;1434625
exp1i;control-defaultactionselection;14;7;1668351
exp1i;control-defaultactionselection;14;8;2844334
exp1i;control-defaultactionselection;14;9;1444587
exp1i;control-defaultactionselection;14;10;1673636
exp1i;control-customactionselection;57;1;2059320
exp1i;control-customactionselection;57;2;2349235
exp1i;control-customactionselection;57;3;2076756
exp1i;control-customactionselection;57;4;2171122
exp1i;control-customactionselection;57;5;2104525
exp1i;control-customactionselection;57;6;1682038
exp1i;control-customactionselection;57;7;2395273
exp1i;control-customactionselection;57;8;5051833
exp1i;control-customactionselection;57;9;4030449
exp1i;control-customactionselection;57;10;1450832
exp1i;control-defaultactionselection;47;1;3098326
exp1i;control-defaultactionselection;47;2;2289878
exp1i;control-defaultactionselection;47;3;2135306
exp1i;control-defaultactionselection;47;4;1765421
exp1i;control-defaultactionselection;47;5;1705231
exp1i;control-defaultactionselection;47;6;1383544
exp1i;control-defaultactionselection;47;7;1643671
exp1i;control-defaultactionselection;47;8;2400347
exp1i;control-defaultactionselection;47;9;2492591
exp1i;control-defaultactionselection;47;10;2429453
exp1i;experimental;52;1;2603285
exp1i;experimental;52;2;2784354
exp1i;experimental;52;3;2796774
exp1i;experimental;52;4;2513031
exp1i;experimental;52;5;1809751
exp1i;experimental;52;6;6881199
exp1i;experimental;52;7;2112493
exp1i;experimental;52;8;2596949
exp1i;experimental;52;9;2839132
exp1i;experimental;52;10;2237948
exp1i;plain;34;1;428588
exp1i;plain;34;2;353211
exp1i;plain;34;3;391802
exp1i;plain;34;4;410692
exp1i;plain;34;5;426230
exp1i;plain;34;6;343916
exp1i;plain;34;7;358364
exp1i;plain;34;8;421875
exp1i;plain;34;9;376733
exp1i;plain;34;10;417453
exp1i;plain;35;1;412316
exp1i;plain;35;2;407662
exp1i;plain;35;3;394779
exp1i;plain;35;4;359732
exp1i;plain;35;5;398281
exp1i;plain;35;6;348193
exp1i;plain;35;7;381480
exp1i;plain;35;8;341683
exp1i;plain;35;9;404844
exp1i;plain;35;10;416759
exp1i;experimental;32;1;2835966
exp1i;experimental;32;2;3321868
exp1i;experimental;32;3;3199709
exp1i;experimental;32;4;6328365
exp1i;experimental;32;5;2695341
exp1i;experimental;32;6;1728817
exp1i;experimental;32;7;2739476
exp1i;experimental;32;8;2319938
exp1i;experimental;32;9;1808419
exp1i;experimental;32;10;2161979
exp1i;experimental;42;1;3016352
exp1i;experimental;42;2;2707741
exp1i;experimental;42;3;2849890
exp1i;experimental;42;4;2696587
exp1i;experimental;42;5;2938856
exp1i;experimental;42;6;3237289
exp1i;experimental;42;7;2355991
exp1i;experimental;42;8;2565088
exp1i;experimental;42;9;2347434
exp1i;experimental;42;10;2845927
exp1i;control-customactionselection;56;1;1651703
exp1i;control-customactionselection;56;2;1326780
exp1i;control-customactionselection;56;3;2254637
exp1i;control-customactionselection;56;4;2170755
exp1i;control-customactionselection;56;5;2148635
exp1i;control-customactionselection;56;6;2766085
exp1i;control-customactionselection;56;7;2399984
exp1i;control-customactionselection;56;8;2400504
exp1i;control-customactionselection;56;9;2413723
exp1i;control-customactionselection;56;10;2486814
exp1i;control-customactionselection;2;1;1927618
exp1i;control-customactionselection;2;2;1349960
exp1i;control-customactionselection;2;3;2421708
exp1i;control-customactionselection;2;4;2350844
exp1i;control-customactionselection;2;5;2427050
exp1i;control-customactionselection;2;6;2240841
exp1i;control-customactionselection;2;7;2366043
exp1i;control-customactionselection;2;8;2197343
exp1i;control-customactionselection;2;9;1970463
exp1i;control-customactionselection;2;10;2286445
exp1i;experimental;44;1;2966342
exp1i;experimental;44;2;2363639
exp1i;experimental;44;3;3772634
exp1i;experimental;44;4;1606412
exp1i;experimental;44;5;2803842
exp1i;experimental;44;6;1866951
exp1i;experimental;44;7;3163566
exp1i;experimental;44;8;2990484
exp1i;experimental;44;9;2469455
exp1i;experimental;44;10;2561165
exp1i;plain;23;1;414954
exp1i;plain;23;2;421064
exp1i;plain;23;3;428200
exp1i;plain;23;4;355961
exp1i;plain;23;5;424831
exp1i;plain;23;6;418333
exp1i;plain;23;7;371469
exp1i;plain;23;8;335456
exp1i;plain;23;9;401280
exp1i;plain;23;10;426358
exp1i;control-defaultactionselection;16;1;3035656
exp1i;control-defaultactionselection;16;2;2273075
exp1i;control-defaultactionselection;16;3;2011404
exp1i;control-defaultactionselection;16;4;2688050
exp1i;control-defaultactionselection;16;5;2942293
exp1i;control-defaultactionselection;16;6;2710921
exp1i;control-defaultactionselection;16;7;2186023
exp1i;control-defaultactionselection;16;8;1643894
exp1i;control-defaultactionselection;16;9;1973423
exp1i;control-defaultactionselection;16;10;1593507
exp1i;experimental;16;1;2971044
exp1i;experimental;16;2;2351152
exp1i;experimental;16;3;4111804
exp1i;experimental;16;4;2716188
exp1i;experimental;16;5;2885488
exp1i;experimental;16;6;2519133
exp1i;experimental;16;7;2445231
exp1i;experimental;16;8;2701119
exp1i;experimental;16;9;2519399
exp1i;experimental;16;10;2574633
exp1i;plain;22;1;417452
exp1i;plain;22;2;341900
exp1i;plain;22;3;417462
exp1i;plain;22;4;425428
exp1i;plain;22;5;423725
exp1i;plain;22;6;412546
exp1i;plain;22;7;411528
exp1i;plain;22;8;359349
exp1i;plain;22;9;420869
exp1i;plain;22;10;413071
exp1i;control-defaultactionselection;52;1;2512552
exp1i;control-defaultactionselection;52;2;2579744
exp1i;control-defaultactionselection;52;3;1620171
exp1i;control-defaultactionselection;52;4;2398907
exp1i;control-defaultactionselection;52;5;2410915
exp1i;control-defaultactionselection;52;6;1454665
exp1i;control-defaultactionselection;52;7;2734812
exp1i;control-defaultactionselection;52;8;2638004
exp1i;control-defaultactionselection;52;9;2252233
exp1i;control-defaultactionselection;52;10;2284092
exp1i;control-defaultactionselection;13;1;2741221
exp1i;control-defaultactionselection;13;2;1657740
exp1i;control-defaultactionselection;13;3;2026068
exp1i;control-defaultactionselection;13;4;1671714
exp1i;control-defaultactionselection;13;5;1010037
exp1i;control-defaultactionselection;13;6;2301856
exp1i;control-defaultactionselection;13;7;1676302
exp1i;control-defaultactionselection;13;8;1435315
exp1i;control-defaultactionselection;13;9;2698452
exp1i;control-defaultactionselection;13;10;2446798
exp1i;plain;21;1;433886
exp1i;plain;21;2;364229
exp1i;plain;21;3;421013
exp1i;plain;21;4;372523
exp1i;plain;21;5;351612
exp1i;plain;21;6;379461
exp1i;plain;21;7;353577
exp1i;plain;21;8;381803
exp1i;plain;21;9;406641
exp1i;plain;21;10;386974
exp1i;plain;38;1;365327
exp1i;plain;38;2;347119
exp1i;plain;38;3;349434
exp1i;plain;38;4;405591
exp1i;plain;38;5;354042
exp1i;plain;38;6;359752
exp1i;plain;38;7;362718
exp1i;plain;38;8;356082
exp1i;plain;38;9;356723
exp1i;plain;38;10;421940
exp1i;plain;33;1;425772
exp1i;plain;33;2;435382
exp1i;plain;33;3;408743
exp1i;plain;33;4;356570
exp1i;plain;33;5;405770
exp1i;plain;33;6;409580
exp1i;plain;33;7;426352
exp1i;plain;33;8;417736
exp1i;plain;33;9;419375
exp1i;plain;33;10;420252
exp1i;control-customactionselection;8;1;2517584
exp1i;control-customactionselection;8;2;2699766
exp1i;control-customactionselection;8;3;2648013
exp1i;control-customactionselection;8;4;2298515
exp1i;control-customactionselection;8;5;2102253
exp1i;control-customactionselection;8;6;2654162
exp1i;control-customactionselection;8;7;1372565
exp1i;control-customactionselection;8;8;3649461
exp1i;control-customactionselection;8;9;7472799
exp1i;experimental;58;1;2071246
exp1i;experimental;58;2;2648852
exp1i;experimental;58;3;2725427
exp1i;experimental;58;4;2923499
exp1i;experimental;58;5;2645849
exp1i;experimental;58;6;2815007
exp1i;experimental;58;7;4041615
exp1i;experimental;58;8;2311496
exp1i;experimental;58;9;2718772
exp1i;experimental;58;10;2873307
exp1i;experimental;92;1;2685759
exp1i;experimental;92;2;2387753
exp1i;experimental;92;3;2397883
exp1i;experimental;92;4;2865618
exp1i;experimental;92;5;2666912
exp1i;experimental;92;6;2247716
exp1i;experimental;92;7;2387129
exp1i;experimental;92;8;2388239
exp1i;experimental;92;9;2416711
exp1i;experimental;92;10;2548594
exp1i;control-customactionselection;33;1;2318086
exp1i;control-customactionselection;33;2;1684665
exp1i;control-customactionselection;33;3;2045473
exp1i;control-customactionselection;33;4;2627120
exp1i;control-customactionselection;33;5;1413149
exp1i;control-customactionselection;33;6;2009713
exp1i;control-customactionselection;33;7;1624581
exp1i;control-customactionselection;33;8;2240734
exp1i;control-customactionselection;33;9;2028088
exp1i;control-customactionselection;33;10;2173359
exp1i;control-defaultactionselection;3;1;1719861
exp1i;control-defaultactionselection;3;2;2615677
exp1i;control-defaultactionselection;3;3;2542682
exp1i;control-defaultactionselection;3;4;1801023
exp1i;control-defaultactionselection;3;5;1850924
exp1i;control-defaultactionselection;3;6;2542748
exp1i;control-defaultactionselection;3;7;1843096
exp1i;control-defaultactionselection;3;8;2363718
exp1i;control-defaultactionselection;3;9;2816374
exp1i;control-defaultactionselection;3;10;2806618
exp1i;plain;32;1;401399
exp1i;plain;32;2;407820
exp1i;plain;32;3;414073
exp1i;plain;32;4;346362
exp1i;plain;32;5;347376
exp1i;plain;32;6;376609
exp1i;plain;32;7;350306
exp1i;plain;32;8;348556
exp1i;plain;32;9;363366
exp1i;plain;32;10;419704
exp1i;control-customactionselection;1;1;2239979
exp1i;control-customactionselection;1;2;2216643
exp1i;control-customactionselection;1;3;2251125
exp1i;control-customactionselection;1;4;2202993
exp1i;control-customactionselection;1;5;2262355
exp1i;control-customactionselection;1;6;2748916
exp1i;control-customactionselection;1;7;1288543
exp1i;control-customactionselection;1;8;2249842
exp1i;control-customactionselection;1;9;2234507
exp1i;control-customactionselection;1;10;1434052
exp1i;plain;14;1;424734
exp1i;plain;14;2;358144
exp1i;plain;14;3;414836
exp1i;plain;14;4;360657
exp1i;plain;14;5;446838
exp1i;plain;14;6;430854
exp1i;plain;14;7;372689
exp1i;plain;14;8;410872
exp1i;plain;14;9;432557
exp1i;plain;14;10;424758
exp1i;control-customactionselection;41;1;2064001
exp1i;control-customactionselection;41;2;1948703
exp1i;control-customactionselection;41;3;2454478
exp1i;control-customactionselection;41;4;2439434
exp1i;control-customactionselection;41;5;2191625
exp1i;control-customactionselection;41;6;2554843
exp1i;control-customactionselection;41;7;1953552
