Experiment;Condition;Run;Sequence;Result
exp1i;control-defaultactionselection;6;4;0
exp1i;control-defaultactionselection;6;5;0
exp1i;control-defaultactionselection;6;6;0
exp1i;control-defaultactionselection;6;7;0
exp1i;control-defaultactionselection;6;8;0
exp1i;control-defaultactionselection;6;9;0
exp1i;control-defaultactionselection;6;10;0
exp1i;plain;40;1;0
exp1i;plain;40;2;1
exp1i;plain;40;3;0
exp1i;plain;40;4;0
exp1i;plain;40;5;0
exp1i;plain;40;6;0
exp1i;plain;40;7;0
exp1i;plain;40;8;0
exp1i;plain;40;9;0
exp1i;plain;40;10;0
exp1i;experimental;26;1;0
exp1i;experimental;26;2;0
exp1i;experimental;26;3;0
exp1i;experimental;26;4;0
exp1i;experimental;26;5;0
exp1i;experimental;26;6;0
exp1i;experimental;26;7;0
exp1i;experimental;26;8;0
exp1i;experimental;26;9;0
exp1i;experimental;26;10;0
exp1i;control-defaultactionselection;50;1;0
exp1i;control-defaultactionselection;50;2;0
exp1i;control-defaultactionselection;50;3;0
exp1i;control-defaultactionselection;50;4;0
exp1i;control-defaultactionselection;50;5;0
exp1i;control-defaultactionselection;50;6;0
exp1i;control-defaultactionselection;50;7;0
exp1i;control-defaultactionselection;50;8;0
exp1i;control-defaultactionselection;50;9;0
exp1i;control-defaultactionselection;50;10;0
exp1i;control-customactionselection;18;1;0
exp1i;control-customactionselection;18;2;0
exp1i;control-customactionselection;18;3;0
exp1i;control-customactionselection;18;4;0
exp1i;control-customactionselection;18;5;0
exp1i;control-customactionselection;18;6;0
exp1i;control-customactionselection;18;7;0
exp1i;control-customactionselection;18;8;0
exp1i;control-customactionselection;18;9;0
exp1i;control-customactionselection;18;10;0
exp1i;control-defaultactionselection;23;1;0
exp1i;control-defaultactionselection;23;2;0
exp1i;control-defaultactionselection;23;3;0
exp1i;control-defaultactionselection;23;4;0
exp1i;control-defaultactionselection;23;5;0
exp1i;control-defaultactionselection;23;6;0
exp1i;control-defaultactionselection;23;7;0
exp1i;control-defaultactionselection;23;8;0
exp1i;control-defaultactionselection;23;9;0
exp1i;control-defaultactionselection;23;10;0
exp1i;control-defaultactionselection;31;1;0
exp1i;control-defaultactionselection;31;2;0
exp1i;control-defaultactionselection;31;3;0
exp1i;control-defaultactionselection;31;4;0
exp1i;control-defaultactionselection;31;5;0
exp1i;control-defaultactionselection;31;6;0
exp1i;control-defaultactionselection;31;7;0
exp1i;control-defaultactionselection;31;8;0
exp1i;control-defaultactionselection;31;9;0
exp1i;control-defaultactionselection;31;10;0
exp1i;plain;31;1;0
exp1i;plain;31;2;0
exp1i;plain;31;3;0
exp1i;plain;31;4;0
exp1i;plain;31;5;0
exp1i;plain;31;6;0
exp1i;plain;31;7;0
exp1i;plain;31;8;0
exp1i;plain;31;9;0
exp1i;plain;31;10;0
exp1i;experimental;13;1;0
exp1i;experimental;13;2;0
exp1i;experimental;13;3;0
exp1i;experimental;13;4;0
exp1i;experimental;13;5;0
exp1i;experimental;13;6;0
exp1i;experimental;13;7;0
exp1i;experimental;13;8;0
exp1i;experimental;13;9;0
exp1i;experimental;13;10;0
exp1i;control-defaultactionselection;2;1;0
exp1i;control-defaultactionselection;2;2;0
exp1i;control-defaultactionselection;2;3;0
exp1i;control-defaultactionselection;2;4;0
exp1i;control-defaultactionselection;2;5;0
exp1i;control-defaultactionselection;2;6;0
exp1i;control-defaultactionselection;2;7;0
exp1i;control-defaultactionselection;2;8;0
exp1i;control-defaultactionselection;2;9;0
exp1i;control-defaultactionselection;2;10;0
exp1i;experimental;61;1;0
exp1i;experimental;61;2;0
exp1i;experimental;61;3;0
exp1i;experimental;61;4;0
exp1i;experimental;61;5;0
exp1i;experimental;61;6;0
exp1i;experimental;61;7;0
exp1i;experimental;61;8;0
exp1i;experimental;61;9;0
exp1i;experimental;61;10;0
exp1i;plain;47;1;0
exp1i;plain;47;2;0
exp1i;plain;47;3;0
exp1i;plain;47;4;0
exp1i;plain;47;5;0
exp1i;plain;47;6;0
exp1i;plain;47;7;0
exp1i;plain;47;8;0
exp1i;plain;47;9;0
exp1i;plain;47;10;0
exp1i;control-customactionselection;9;1;0
exp1i;control-customactionselection;9;2;0
exp1i;control-customactionselection;9;3;0
exp1i;control-customactionselection;9;4;0
exp1i;control-customactionselection;9;5;0
exp1i;control-customactionselection;9;6;0
exp1i;control-customactionselection;9;7;0
exp1i;control-customactionselection;9;8;0
exp1i;control-customactionselection;9;9;0
exp1i;control-customactionselection;9;10;0
exp1i;control-customactionselection;31;1;0
exp1i;control-customactionselection;31;2;0
exp1i;control-customactionselection;31;3;0
exp1i;control-customactionselection;31;4;0
exp1i;control-customactionselection;31;5;0
exp1i;control-customactionselection;31;6;0
exp1i;control-customactionselection;31;7;0
exp1i;control-customactionselection;31;8;0
exp1i;control-customactionselection;31;9;0
exp1i;control-customactionselection;31;10;0
exp1i;control-defaultactionselection;28;1;0
exp1i;control-defaultactionselection;28;2;0
exp1i;control-defaultactionselection;28;3;0
exp1i;control-defaultactionselection;28;4;0
exp1i;control-defaultactionselection;28;5;0
exp1i;control-defaultactionselection;28;6;0
exp1i;control-defaultactionselection;28;7;0
exp1i;control-defaultactionselection;28;8;0
exp1i;control-defaultactionselection;28;9;0
exp1i;control-defaultactionselection;28;10;0
exp1i;control-customactionselection;19;1;0
exp1i;control-customactionselection;19;2;0
exp1i;control-customactionselection;19;3;0
exp1i;control-customactionselection;19;4;0
exp1i;control-customactionselection;19;5;0
exp1i;control-customactionselection;19;6;0
exp1i;control-customactionselection;19;7;0
exp1i;control-customactionselection;19;8;0
exp1i;control-customactionselection;19;9;0
exp1i;control-customactionselection;19;10;0
exp1i;experimental;24;1;0
exp1i;experimental;24;2;0
exp1i;experimental;24;3;0
exp1i;experimental;24;4;0
exp1i;experimental;24;5;0
exp1i;experimental;24;6;0
exp1i;experimental;24;7;0
exp1i;experimental;24;8;0
exp1i;experimental;24;9;0
exp1i;experimental;24;10;0
exp1i;control-defaultactionselection;26;1;0
exp1i;control-defaultactionselection;26;2;0
exp1i;control-defaultactionselection;26;3;0
exp1i;control-defaultactionselection;26;4;0
exp1i;control-defaultactionselection;26;5;0
exp1i;control-defaultactionselection;26;6;0
exp1i;control-defaultactionselection;26;7;0
exp1i;control-defaultactionselection;26;8;0
exp1i;control-defaultactionselection;26;9;0
exp1i;control-defaultactionselection;26;10;0
exp1i;plain;49;1;0
exp1i;plain;49;2;0
exp1i;plain;49;3;0
exp1i;plain;49;4;0
exp1i;plain;49;5;0
exp1i;plain;49;6;0
exp1i;plain;49;7;0
exp1i;plain;49;8;0
exp1i;plain;49;9;0
exp1i;plain;49;10;0
exp1i;control-customactionselection;46;1;0
exp1i;control-customactionselection;46;2;0
exp1i;control-customactionselection;46;3;0
exp1i;control-customactionselection;46;4;0
exp1i;control-customactionselection;46;5;0
exp1i;control-customactionselection;46;6;0
exp1i;control-customactionselection;46;7;0
exp1i;control-customactionselection;46;8;0
exp1i;control-customactionselection;46;9;0
exp1i;control-customactionselection;46;10;0
exp1i;control-customactionselection;15;1;0
exp1i;control-customactionselection;15;2;0
exp1i;control-customactionselection;15;3;0
exp1i;control-customactionselection;15;4;0
exp1i;control-customactionselection;15;5;0
exp1i;control-customactionselection;15;6;0
exp1i;control-customactionselection;15;7;0
exp1i;control-customactionselection;15;8;0
exp1i;control-customactionselection;15;9;0
exp1i;control-customactionselection;15;10;0
exp1i;control-defaultactionselection;51;1;0
exp1i;control-defaultactionselection;51;2;0
exp1i;control-defaultactionselection;51;3;0
exp1i;control-defaultactionselection;51;4;0
exp1i;control-defaultactionselection;51;5;0
exp1i;control-defaultactionselection;51;6;0
exp1i;control-defaultactionselection;51;7;0
exp1i;control-defaultactionselection;51;8;0
exp1i;control-defaultactionselection;51;9;0
exp1i;control-defaultactionselection;51;10;0
exp1i;experimental;2;1;0
exp1i;experimental;2;2;0
exp1i;experimental;2;3;0
exp1i;experimental;2;4;0
exp1i;experimental;2;5;0
exp1i;experimental;2;6;0
exp1i;experimental;2;7;0
exp1i;experimental;2;8;0
exp1i;experimental;2;9;0
exp1i;experimental;2;10;0
exp1i;experimental;23;1;0
exp1i;experimental;23;2;0
exp1i;experimental;23;3;0
exp1i;experimental;23;4;0
exp1i;experimental;23;5;0
exp1i;experimental;23;6;0
exp1i;experimental;23;7;0
exp1i;experimental;23;8;0
exp1i;experimental;23;9;0
exp1i;experimental;23;10;0
exp1i;control-defaultactionselection;43;1;0
exp1i;control-defaultactionselection;43;2;0
exp1i;control-defaultactionselection;43;3;0
exp1i;control-defaultactionselection;43;4;0
exp1i;control-defaultactionselection;43;5;0
exp1i;control-defaultactionselection;43;6;0
exp1i;control-defaultactionselection;43;7;0
exp1i;control-defaultactionselection;43;8;0
exp1i;control-defaultactionselection;43;9;0
exp1i;control-defaultactionselection;43;10;0
exp1i;control-customactionselection;53;1;0
exp1i;control-customactionselection;53;2;0
exp1i;control-customactionselection;53;3;0
exp1i;control-customactionselection;53;4;0
exp1i;control-customactionselection;53;5;0
exp1i;control-customactionselection;53;6;0
exp1i;control-customactionselection;53;7;0
exp1i;control-customactionselection;53;8;0
exp1i;control-customactionselection;53;9;0
exp1i;control-customactionselection;53;10;0
exp1i;experimental;49;1;0
exp1i;experimental;49;2;0
exp1i;experimental;49;3;0
exp1i;experimental;49;4;0
exp1i;experimental;49;5;0
exp1i;experimental;49;6;0
exp1i;experimental;49;7;0
exp1i;experimental;49;8;0
exp1i;experimental;49;9;0
exp1i;experimental;49;10;0
exp1i;experimental;18;1;0
exp1i;experimental;18;2;0
exp1i;experimental;18;3;0
exp1i;experimental;18;4;0
exp1i;experimental;18;5;0
exp1i;experimental;18;6;0
exp1i;experimental;18;7;0
exp1i;experimental;18;8;0
exp1i;experimental;18;9;0
exp1i;experimental;18;10;0
exp1i;experimental;36;1;0
exp1i;experimental;36;2;0
exp1i;experimental;36;3;0
exp1i;experimental;36;4;0
exp1i;experimental;36;5;0
exp1i;experimental;36;6;0
exp1i;experimental;36;7;0
exp1i;experimental;36;8;0
exp1i;experimental;36;9;0
exp1i;experimental;36;10;0
exp1i;plain;42;1;0
exp1i;plain;42;2;0
exp1i;plain;42;3;0
exp1i;plain;42;4;0
exp1i;plain;42;5;0
exp1i;plain;42;6;0
exp1i;plain;42;7;0
exp1i;plain;42;8;0
exp1i;plain;42;9;0
exp1i;plain;42;10;0
exp1i;control-customactionselection;26;1;0
exp1i;control-customactionselection;26;2;0
exp1i;control-customactionselection;26;3;0
exp1i;control-customactionselection;26;4;0
exp1i;control-customactionselection;26;5;0
exp1i;control-customactionselection;26;6;0
exp1i;control-customactionselection;26;7;0
exp1i;control-customactionselection;26;8;0
exp1i;control-customactionselection;26;9;0
exp1i;control-customactionselection;26;10;0
exp1i;control-defaultactionselection;35;1;0
exp1i;control-defaultactionselection;35;2;0
exp1i;control-defaultactionselection;35;3;0
exp1i;control-defaultactionselection;35;4;0
exp1i;control-defaultactionselection;35;5;0
exp1i;control-defaultactionselection;35;6;0
exp1i;control-defaultactionselection;35;7;0
exp1i;control-defaultactionselection;35;8;0
exp1i;control-defaultactionselection;35;9;0
exp1i;control-defaultactionselection;35;10;0
exp1i;control-defaultactionselection;45;1;0
exp1i;control-defaultactionselection;45;2;0
exp1i;control-defaultactionselection;45;3;0
exp1i;control-defaultactionselection;45;4;0
exp1i;control-defaultactionselection;45;5;0
exp1i;control-defaultactionselection;45;6;0
exp1i;control-defaultactionselection;45;7;0
exp1i;control-defaultactionselection;45;8;0
exp1i;control-defaultactionselection;45;9;0
exp1i;control-defaultactionselection;45;10;0
exp1i;plain;37;1;0
exp1i;plain;37;2;0
exp1i;plain;37;3;0
exp1i;plain;37;4;0
exp1i;plain;37;5;0
exp1i;plain;37;6;0
exp1i;plain;37;7;0
exp1i;plain;37;8;0
exp1i;plain;37;9;0
exp1i;plain;37;10;0
exp1i;plain;19;1;0
exp1i;plain;19;2;0
exp1i;plain;19;3;0
exp1i;plain;19;4;0
exp1i;plain;19;5;0
exp1i;plain;19;6;0
exp1i;plain;19;7;0
exp1i;plain;19;8;0
exp1i;plain;19;9;0
exp1i;plain;19;10;0
exp1i;control-defaultactionselection;29;1;0
exp1i;control-defaultactionselection;29;2;0
exp1i;control-defaultactionselection;29;3;0
exp1i;control-defaultactionselection;29;4;0
exp1i;control-defaultactionselection;29;5;0
exp1i;control-defaultactionselection;29;6;0
exp1i;control-defaultactionselection;29;7;0
exp1i;control-defaultactionselection;29;8;0
exp1i;control-defaultactionselection;29;9;0
exp1i;control-defaultactionselection;29;10;0
exp1i;experimental;27;1;0
exp1i;experimental;27;2;0
exp1i;experimental;27;3;0
exp1i;experimental;27;4;0
exp1i;experimental;27;5;0
exp1i;experimental;27;6;0
exp1i;experimental;27;7;0
exp1i;experimental;27;8;0
exp1i;experimental;27;9;0
exp1i;experimental;27;10;0
exp1i;control-defaultactionselection;17;1;0
exp1i;control-defaultactionselection;17;2;0
exp1i;control-defaultactionselection;17;3;0
exp1i;control-defaultactionselection;17;4;0
exp1i;control-defaultactionselection;17;5;0
exp1i;control-defaultactionselection;17;6;0
exp1i;control-defaultactionselection;17;7;0
exp1i;control-defaultactionselection;17;8;0
exp1i;control-defaultactionselection;17;9;0
exp1i;control-defaultactionselection;17;10;0
exp1i;control-defaultactionselection;14;1;0
exp1i;control-defaultactionselection;14;2;0
exp1i;control-defaultactionselection;14;3;0
exp1i;control-defaultactionselection;14;4;0
exp1i;control-defaultactionselection;14;5;0
exp1i;control-defaultactionselection;14;6;0
exp1i;control-defaultactionselection;14;7;0
exp1i;control-defaultactionselection;14;8;0
exp1i;control-defaultactionselection;14;9;0
exp1i;control-defaultactionselection;14;10;0
exp1i;control-customactionselection;57;1;0
exp1i;control-customactionselection;57;2;0
exp1i;control-customactionselection;57;3;0
exp1i;control-customactionselection;57;4;0
exp1i;control-customactionselection;57;5;0
exp1i;control-customactionselection;57;6;0
exp1i;control-customactionselection;57;7;0
exp1i;control-customactionselection;57;8;0
exp1i;control-customactionselection;57;9;1
exp1i;control-customactionselection;57;10;0
exp1i;control-defaultactionselection;47;1;0
exp1i;control-defaultactionselection;47;2;0
exp1i;control-defaultactionselection;47;3;0
exp1i;control-defaultactionselection;47;4;0
exp1i;control-defaultactionselection;47;5;0
exp1i;control-defaultactionselection;47;6;0
exp1i;control-defaultactionselection;47;7;0
exp1i;control-defaultactionselection;47;8;0
exp1i;control-defaultactionselection;47;9;0
exp1i;control-defaultactionselection;47;10;0
exp1i;experimental;52;1;0
exp1i;experimental;52;2;0
exp1i;experimental;52;3;0
exp1i;experimental;52;4;0
exp1i;experimental;52;5;0
exp1i;experimental;52;6;0
exp1i;experimental;52;7;0
exp1i;experimental;52;8;0
exp1i;experimental;52;9;0
exp1i;experimental;52;10;0
exp1i;plain;34;1;0
exp1i;plain;34;2;0
exp1i;plain;34;3;0
exp1i;plain;34;4;0
exp1i;plain;34;5;0
exp1i;plain;34;6;0
exp1i;plain;34;7;0
exp1i;plain;34;8;0
exp1i;plain;34;9;0
exp1i;plain;34;10;0
exp1i;plain;35;1;0
exp1i;plain;35;2;0
exp1i;plain;35;3;0
exp1i;plain;35;4;0
exp1i;plain;35;5;0
exp1i;plain;35;6;0
exp1i;plain;35;7;0
exp1i;plain;35;8;0
exp1i;plain;35;9;0
exp1i;plain;35;10;0
exp1i;experimental;32;1;0
exp1i;experimental;32;2;0
exp1i;experimental;32;3;0
exp1i;experimental;32;4;0
exp1i;experimental;32;5;0
exp1i;experimental;32;6;0
exp1i;experimental;32;7;0
exp1i;experimental;32;8;0
exp1i;experimental;32;9;0
exp1i;experimental;32;10;0
exp1i;experimental;42;1;0
exp1i;experimental;42;2;0
exp1i;experimental;42;3;0
exp1i;experimental;42;4;0
exp1i;experimental;42;5;0
exp1i;experimental;42;6;0
exp1i;experimental;42;7;0
exp1i;experimental;42;8;0
exp1i;experimental;42;9;0
exp1i;experimental;42;10;0
exp1i;control-customactionselection;56;1;0
exp1i;control-customactionselection;56;2;0
exp1i;control-customactionselection;56;3;0
exp1i;control-customactionselection;56;4;0
exp1i;control-customactionselection;56;5;0
exp1i;control-customactionselection;56;6;0
exp1i;control-customactionselection;56;7;0
exp1i;control-customactionselection;56;8;0
exp1i;control-customactionselection;56;9;0
exp1i;control-customactionselection;56;10;0
exp1i;control-customactionselection;2;1;0
exp1i;control-customactionselection;2;2;0
exp1i;control-customactionselection;2;3;0
exp1i;control-customactionselection;2;4;0
exp1i;control-customactionselection;2;5;0
exp1i;control-customactionselection;2;6;0
exp1i;control-customactionselection;2;7;0
exp1i;control-customactionselection;2;8;0
exp1i;control-customactionselection;2;9;0
exp1i;control-customactionselection;2;10;0
exp1i;experimental;44;1;0
exp1i;experimental;44;2;0
exp1i;experimental;44;3;0
exp1i;experimental;44;4;0
exp1i;experimental;44;5;0
exp1i;experimental;44;6;0
exp1i;experimental;44;7;0
exp1i;experimental;44;8;0
exp1i;experimental;44;9;0
exp1i;experimental;44;10;0
exp1i;plain;23;1;0
exp1i;plain;23;2;0
exp1i;plain;23;3;0
exp1i;plain;23;4;0
exp1i;plain;23;5;0
exp1i;plain;23;6;0
exp1i;plain;23;7;0
exp1i;plain;23;8;0
exp1i;plain;23;9;0
exp1i;plain;23;10;0
exp1i;control-defaultactionselection;16;1;0
exp1i;control-defaultactionselection;16;2;0
exp1i;control-defaultactionselection;16;3;0
exp1i;control-defaultactionselection;16;4;0
exp1i;control-defaultactionselection;16;5;0
exp1i;control-defaultactionselection;16;6;0
exp1i;control-defaultactionselection;16;7;0
exp1i;control-defaultactionselection;16;8;0
exp1i;control-defaultactionselection;16;9;0
exp1i;control-defaultactionselection;16;10;0
exp1i;experimental;16;1;0
exp1i;experimental;16;2;0
exp1i;experimental;16;3;0
exp1i;experimental;16;4;0
exp1i;experimental;16;5;0
exp1i;experimental;16;6;0
exp1i;experimental;16;7;0
exp1i;experimental;16;8;0
exp1i;experimental;16;9;0
exp1i;experimental;16;10;0
exp1i;plain;22;1;0
exp1i;plain;22;2;0
exp1i;plain;22;3;0
exp1i;plain;22;4;0
exp1i;plain;22;5;0
exp1i;plain;22;6;0
exp1i;plain;22;7;0
exp1i;plain;22;8;0
exp1i;plain;22;9;0
exp1i;plain;22;10;0
exp1i;control-defaultactionselection;52;1;0
exp1i;control-defaultactionselection;52;2;0
exp1i;control-defaultactionselection;52;3;0
exp1i;control-defaultactionselection;52;4;0
exp1i;control-defaultactionselection;52;5;0
exp1i;control-defaultactionselection;52;6;0
exp1i;control-defaultactionselection;52;7;0
exp1i;control-defaultactionselection;52;8;0
exp1i;control-defaultactionselection;52;9;0
exp1i;control-defaultactionselection;52;10;0
exp1i;control-defaultactionselection;13;1;0
exp1i;control-defaultactionselection;13;2;0
exp1i;control-defaultactionselection;13;3;0
exp1i;control-defaultactionselection;13;4;0
exp1i;control-defaultactionselection;13;5;1
exp1i;control-defaultactionselection;13;6;0
exp1i;control-defaultactionselection;13;7;0
exp1i;control-defaultactionselection;13;8;0
exp1i;control-defaultactionselection;13;9;0
exp1i;control-defaultactionselection;13;10;0
exp1i;plain;21;1;0
exp1i;plain;21;2;0
exp1i;plain;21;3;0
exp1i;plain;21;4;0
exp1i;plain;21;5;0
exp1i;plain;21;6;0
exp1i;plain;21;7;0
exp1i;plain;21;8;0
exp1i;plain;21;9;0
exp1i;plain;21;10;0
exp1i;plain;38;1;0
exp1i;plain;38;2;0
exp1i;plain;38;3;0
exp1i;plain;38;4;0
exp1i;plain;38;5;0
exp1i;plain;38;6;0
exp1i;plain;38;7;0
exp1i;plain;38;8;0
exp1i;plain;38;9;0
exp1i;plain;38;10;0
exp1i;plain;33;1;0
exp1i;plain;33;2;0
exp1i;plain;33;3;0
exp1i;plain;33;4;0
exp1i;plain;33;5;0
exp1i;plain;33;6;0
exp1i;plain;33;7;0
exp1i;plain;33;8;0
exp1i;plain;33;9;0
exp1i;plain;33;10;0
exp1i;control-customactionselection;8;1;0
exp1i;control-customactionselection;8;2;0
exp1i;control-customactionselection;8;3;0
exp1i;control-customactionselection;8;4;0
exp1i;control-customactionselection;8;5;0
exp1i;control-customactionselection;8;6;0
exp1i;control-customactionselection;8;7;0
exp1i;control-customactionselection;8;8;1
exp1i;control-customactionselection;8;9;1
exp1i;experimental;58;1;0
exp1i;experimental;58;2;0
exp1i;experimental;58;3;0
exp1i;experimental;58;4;0
exp1i;experimental;58;5;0
exp1i;experimental;58;6;0
exp1i;experimental;58;7;0
exp1i;experimental;58;8;0
exp1i;experimental;58;9;0
exp1i;experimental;58;10;0
exp1i;experimental;92;1;0
exp1i;experimental;92;2;0
exp1i;experimental;92;3;0
exp1i;experimental;92;4;0
exp1i;experimental;92;5;0
exp1i;experimental;92;6;0
exp1i;experimental;92;7;0
exp1i;experimental;92;8;0
exp1i;experimental;92;9;0
exp1i;experimental;92;10;0
exp1i;control-customactionselection;33;1;0
exp1i;control-customactionselection;33;2;0
exp1i;control-customactionselection;33;3;0
exp1i;control-customactionselection;33;4;0
exp1i;control-customactionselection;33;5;0
exp1i;control-customactionselection;33;6;0
exp1i;control-customactionselection;33;7;0
exp1i;control-customactionselection;33;8;0
exp1i;control-customactionselection;33;9;0
exp1i;control-customactionselection;33;10;0
exp1i;control-defaultactionselection;3;1;0
exp1i;control-defaultactionselection;3;2;0
exp1i;control-defaultactionselection;3;3;0
exp1i;control-defaultactionselection;3;4;0
exp1i;control-defaultactionselection;3;5;0
exp1i;control-defaultactionselection;3;6;0
exp1i;control-defaultactionselection;3;7;0
exp1i;control-defaultactionselection;3;8;0
exp1i;control-defaultactionselection;3;9;0
exp1i;control-defaultactionselection;3;10;0
exp1i;plain;32;1;0
exp1i;plain;32;2;0
exp1i;plain;32;3;0
exp1i;plain;32;4;0
exp1i;plain;32;5;0
exp1i;plain;32;6;0
exp1i;plain;32;7;0
exp1i;plain;32;8;0
exp1i;plain;32;9;0
exp1i;plain;32;10;0
exp1i;control-customactionselection;1;1;0
exp1i;control-customactionselection;1;2;0
exp1i;control-customactionselection;1;3;0
exp1i;control-customactionselection;1;4;0
exp1i;control-customactionselection;1;5;0
exp1i;control-customactionselection;1;6;0
exp1i;control-customactionselection;1;7;0
exp1i;control-customactionselection;1;8;0
exp1i;control-customactionselection;1;9;0
exp1i;control-customactionselection;1;10;0
exp1i;plain;14;1;0
exp1i;plain;14;2;0
exp1i;plain;14;3;0
exp1i;plain;14;4;0
exp1i;plain;14;5;0
exp1i;plain;14;6;0
exp1i;plain;14;7;0
exp1i;plain;14;8;0
exp1i;plain;14;9;0
exp1i;plain;14;10;0
exp1i;control-customactionselection;41;1;0
exp1i;control-customactionselection;41;2;0
exp1i;control-customactionselection;41;3;0
exp1i;control-customactionselection;41;4;0
exp1i;control-customactionselection;41;5;0
exp1i;control-customactionselection;41;6;0
exp1i;control-customactionselection;41;7;0
exp1i;control-customactionselection;41;8;0
exp1i;control-customactionselection;41;9;0
exp1i;control-customactionselection;41;10;0
exp1i;control-customactionselection;21;1;0
exp1i;control-customactionselection;21;2;0
exp1i;control-customactionselection;21;3;0
exp1i;control-customactionselection;21;4;0
exp1i;control-customactionselection;21;5;0
exp1i;control-customactionselection;21;6;0
exp1i;control-customactionselection;21;7;0
exp1i;control-customactionselection;21;8;0
exp1i;control-customactionselection;21;9;0
exp1i;control-customactionselection;21;10;0
exp1i;experimental;57;1;0
exp1i;experimental;57;2;0
exp1i;experimental;57;3;0
exp1i;experimental;57;4;0
exp1i;experimental;57;5;0
exp1i;experimental;57;6;0
exp1i;experimental;57;7;0
exp1i;experimental;57;8;0
exp1i;experimental;57;9;0
exp1i;experimental;57;10;0
exp1i;control-defaultactionselection;27;1;0
exp1i;control-defaultactionselection;27;2;0
exp1i;control-defaultactionselection;27;3;0
exp1i;control-defaultactionselection;27;4;0
exp1i;control-defaultactionselection;27;5;0
exp1i;control-defaultactionselection;27;6;0
exp1i;control-defaultactionselection;27;7;0
exp1i;control-defaultactionselection;27;8;0
exp1i;control-defaultactionselection;27;9;0
exp1i;control-defaultactionselection;27;10;0
exp1i;experimental;17;1;0
exp1i;experimental;17;2;0
exp1i;experimental;17;3;0
exp1i;experimental;17;4;0
exp1i;experimental;17;5;0
exp1i;experimental;17;6;0
exp1i;experimental;17;7;0
exp1i;experimental;17;8;0
exp1i;experimental;17;9;0
exp1i;experimental;17;10;0
exp1i;experimental;51;1;0
exp1i;experimental;51;2;0
exp1i;experimental;51;3;0
exp1i;experimental;51;4;0
exp1i;experimental;51;5;0
exp1i;experimental;51;6;0
exp1i;experimental;51;7;0
exp1i;experimental;51;8;0
exp1i;experimental;51;9;0
exp1i;experimental;51;10;0
exp1i;experimental;34;1;0
exp1i;experimental;34;2;0
exp1i;experimental;34;3;0
exp1i;experimental;34;4;0
exp1i;experimental;34;5;0
exp1i;experimental;34;6;0
exp1i;experimental;34;7;0
exp1i;experimental;34;8;0
exp1i;experimental;34;9;0
exp1i;experimental;34;10;0
exp1i;experimental;62;1;0
exp1i;experimental;62;2;0
exp1i;experimental;62;3;0
exp1i;experimental;62;4;0
exp1i;experimental;62;5;0
exp1i;experimental;62;6;0
exp1i;experimental;62;7;0
exp1i;experimental;62;8;0
exp1i;experimental;62;9;0
exp1i;experimental;62;10;0
exp1i;control-defaultactionselection;36;1;0
exp1i;control-defaultactionselection;36;2;0
exp1i;control-defaultactionselection;36;3;0
exp1i;control-defaultactionselection;36;4;0
exp1i;control-defaultactionselection;36;5;0
exp1i;control-defaultactionselection;36;6;0
exp1i;control-defaultactionselection;36;7;0
exp1i;control-defaultactionselection;36;8;0
exp1i;control-defaultactionselection;36;9;0
exp1i;control-defaultactionselection;36;10;0
exp1i;control-defaultactionselection;38;1;0
exp1i;control-defaultactionselection;38;2;0
exp1i;control-defaultactionselection;38;3;0
exp1i;control-defaultactionselection;38;4;0
exp1i;control-defaultactionselection;38;5;0
exp1i;control-defaultactionselection;38;6;1
exp1i;experimental;55;1;0
exp1i;experimental;55;2;0
exp1i;experimental;55;3;0
exp1i;experimental;55;4;0
exp1i;experimental;55;5;0
exp1i;experimental;55;6;0
exp1i;experimental;55;7;0
exp1i;experimental;55;8;0
exp1i;experimental;55;9;0
exp1i;experimental;55;10;0
exp1i;control-defaultactionselection;39;1;0
exp1i;control-customactionselection;45;1;0
exp1i;control-customactionselection;45;2;1
exp1i;control-customactionselection;45;3;0
exp1i;control-customactionselection;45;4;0
exp1i;control-customactionselection;45;5;0
exp1i;control-customactionselection;45;6;0
exp1i;control-customactionselection;45;7;0
exp1i;control-customactionselection;45;8;0
exp1i;control-customactionselection;45;9;0
exp1i;control-customactionselection;45;10;0
exp1i;experimental;54;1;0
exp1i;experimental;54;2;0
exp1i;experimental;54;3;0
exp1i;experimental;54;4;0
exp1i;experimental;54;5;0
exp1i;experimental;54;6;0
exp1i;experimental;54;7;0
exp1i;experimental;54;8;0
exp1i;experimental;54;9;0
exp1i;experimental;54;10;0
exp1i;control-customactionselection;3;1;0
exp1i;control-customactionselection;3;2;0
exp1i;control-customactionselection;3;3;0
exp1i;control-customactionselection;3;4;0
exp1i;control-customactionselection;3;5;0
exp1i;control-customactionselection;3;6;0
exp1i;control-customactionselection;3;7;0
exp1i;control-customactionselection;3;8;0
exp1i;control-customactionselection;3;9;0
exp1i;control-customactionselection;3;10;0
exp1i;control-customactionselection;44;1;0
exp1i;control-customactionselection;44;2;0
exp1i;control-customactionselection;44;3;0
exp1i;control-customactionselection;44;4;0
exp1i;control-customactionselection;44;5;0
exp1i;control-customactionselection;44;6;0
exp1i;control-customactionselection;44;7;0
exp1i;control-customactionselection;44;8;0
exp1i;control-customactionselection;44;9;0
exp1i;control-customactionselection;44;10;0
exp1i;control-customactionselection;25;1;0
exp1i;control-customactionselection;25;2;0
